query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
523,SU-DHL-1,EFO:0005461,SUDHL1,523,1
524,SU-DHL-4,EFO:0006492,SU-DHL-4,524,1
525,SU-DHL-5,EFO:0002356,SUDHL5,525,1
526,SU-DHL-6,EFO:0002357,SUDHL6,526,1
527,SU-DHL-8,EFO:0006493,SU-DHL-8,527,1
528,SUIT-2,EFO:0006495,SUIT-2,528,1
529,SUP-B15,EFO:0006763,SUP-B15,529,1
530,SW1116,EFO:0002359,SW1116,530,1
531,SW1417,EFO:0002361,SW1417,531,1
532,SW1463,EFO:0002362,SW1463,532,1
533,SW403,EFO:0002366,SW403,533,1
534,SW480,EFO:0002083,SW480,534,1
535,SW48,EFO:0002367,SW48,535,1
536,SW620,EFO:0002368,SW620,536,1
537,SW837,EFO:0002372,SW837,537,1
538,SW948,EFO:0002375,SW948,538,1
539,T24,EFO:0002864,T24,539,1
540,T3M-4,EFO:0002714,Panc89,540,1
541,T-47D,EFO:0001247,T47D,541,1
542,T84,EFO:0002084,T84,542,1
543,TC-71,EFO:0002865,TC71,543,1
544,TCC-PAN2,EFO:0006764,TCC-PAN2,544,1
545,THP-1,EFO:0001253,THP-1,545,1
546,Toledo,EFO:0002383,Toledo,546,1
547,TOV-112D,EFO:0005263,TOV-112D,547,1
548,TT,EFO:0002382,TT,548,1
549,TYK-nu,EFO:0006766,TYK-nu,549,1
550,U-251 MG,EFO:0006498,U-251 MG,550,1
551,U266B1,EFO:0001254,U266,551,1
552,U-87 MG,EFO:0005237,U-87 MG,552,1
553,U-937,EFO:0001257,U937,553,1
554,UACC-257,EFO:0005376,UACC-257,554,1
555,UACC-62,EFO:0005377,UACC-62,555,1
556,UACC-812,EFO:0001258,UACC812,556,1
557,UACC-893,EFO:0002385,UACC893,557,1
558,UM-UC-1,EFO:0006770,UM-UC-1,558,1
559,UM-UC-3,EFO:0006771,UM-UC-3,559,1
560,VCaP,EFO:0007752,VCaP,560,1
561,VMRC-LCD,EFO:0006773,VMRC-LCD,561,1
562,WM-115,EFO:0002390,WM115,562,1
563,WM-266-4,EFO:0006774,WM-266-4,563,1
564,WM-793,EFO:0002873,WM793,564,1
565,WSU-DLCL2,EFO:0006775,WSU-DLCL2,565,1
566,YAPC,EFO:0006778,YAPC,566,1
567,YMB-1,EFO:0006779,YMB-1,567,1
568,ZR-75-1,EFO:0001262,ZR751,568,1
569,ZR-75-30,EFO:0001263,ZR7530,569,1
570,COR-L23 cell,EFO:0002142,CORL23,570,1
571,HS-5 cell,EFO:0005282,HS-5,571,1
572,MDA-MB-231 cell,EFO:0001209,MDAMB231,572,1
573,LNCaP cell,EFO:0002071,LNCAP,573,1
574,mineral metabolism disease,EFO:0009556,mineral metabolism disease,574,1
575,chronic venous insufficiency,EFO:0007940,chronic venous insufficiency,575,1
576,ovarian serous carcinoma,EFO:1001516,ovarian serous carcinoma,576,1
577,spinocerebellar ataxia type 38,EFO:0009056,Spinocerebellar ataxia type 38,577,1
578,spinocerebellar ataxia type 40,EFO:0009057,Spinocerebellar ataxia type 40,578,1
579,progesterone-receptor positive breast cancer,EFO:0009782,progesterone-receptor positive breast cancer,579,1
580,osteoblastoma,EFO:1000410,Osteoblastoma,580,1
581,cardiac arrest,EFO:0009492,cardiac arrest,581,1
582,cervical polyp,EFO:0009475,cervical polyp,582,1
583,purpura fulminans,EFO:1001913,Purpura Fulminans,583,1
584,intrahepatic cholestasis of pregnancy,EFO:0009048,Intrahepatic cholestasis of pregnancy,584,1
585,childhood acute myeloid leukemia,EFO:0000330,childhood acute myeloid leukemia,585,1
586,"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",EFO:0010561,"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",586,1
587,mucositis,EFO:1001898,mucositis,587,1
588,polycystic kidney disease,EFO:0008620,Polycystic Kidney Disease,588,1
589,dedifferentiated liposarcoma,EFO:0003085,dedifferentiated liposarcoma,589,1
590,non-alcoholic fatty liver,EFO:1001248,non-alcoholic fatty liver,590,1
591,non-alcoholic steatohepatitis,EFO:1001249,non-alcoholic steatohepatitis,591,1
592,RASopathy,EFO:1001502,rasopathy,592,1
593,antisynthetase syndrome,EFO:1001982,Antisynthetase syndrome,593,1
594,polymyositis,EFO:0003063,polymyositis,594,1
595,lung sarcomatoid carcinoma,EFO:1000336,Lung Sarcomatoid Carcinoma,595,1
596,acute erythroid leukemia,EFO:0000218,acute erythroleukemia,596,1
597,urinary tract infection,EFO:0003103,urinary tract infection,597,1
598,childhood acute megakaryoblastic leukemia,EFO:1001943,childhood acute megakaryoblastic leukemia,598,1
599,acute basophilic leukemia,EFO:0003029,acute basophilic leukemia,599,1
600,core binding factor acute myeloid leukemia,EFO:1002001,core binding factor acute myeloid leukemia,600,1
601,sinonasal undifferentiated carcinoma,EFO:1000527,Sinonasal Undifferentiated Carcinoma,601,1
602,childhood-onset asthma,EFO:0004591,childhood onset asthma,602,1
603,latent autoimmune diabetes in adults,EFO:0009706,latent autoimmune diabetes in adults,603,1
604,pemphigus foliaceus,EFO:0008601,pemphigus foliaceus,604,1
605,IgA pemphigus,EFO:0008604,IgA pemphigus,605,1
606,paraneoplastic pemphigus,EFO:0008602,paraneoplastic pemphigus,606,1
607,cerebellofaciodental syndrome,EFO:0009030,Cerebellar-facial-dental syndrome,607,1
608,RIDDLE syndrome,EFO:0009055,RIDDLE syndrome,608,1
609,Bardet-Biedl syndrome 1,EFO:0009021,Bardet-Biedl syndrome 1,609,1
610,Bardet-Biedl syndrome 4,EFO:0009024,Bardet-Biedl syndrome 4,610,1
611,Bardet-Biedl syndrome 5,EFO:0009025,Bardet-Biedl syndrome 5,611,1
612,Bardet-Biedl syndrome 7,EFO:0009026,Bardet-Biedl syndrome 7,612,1
613,Bardet-Biedl syndrome 9,EFO:0009027,Bardet-Biedl syndrome 9,613,1
614,Bardet-Biedl syndrome 10,EFO:0009022,Bardet-Biedl syndrome 10,614,1
615,Bardet-Biedl syndrome 12,EFO:0009023,Bardet-Biedl syndrome 12,615,1
616,Fanconi anemia complementation group G,EFO:0009046,Fanconi anemia complementation group G,616,1
617,Fanconi anemia complementation group F,EFO:0009045,Fanconi anemia complementation group F,617,1
618,Fanconi anemia complementation group A,EFO:0009044,Fanconi anemia complementation group A,618,1
619,combined oxidative phosphorylation deficiency 33,EFO:0009159,combined oxidative phosphorylation deficiency 33,619,1
620,scapuloperoneal spinal muscular atrophy,EFO:1001992,Scapuloperoneal spinal muscular atrophy,620,1
621,Charcot-Marie-Tooth disease type 1G,EFO:0010266,Charcot-Marie-Tooth disease type 1G,621,1
622,ACTH-independent macronodular adrenal hyperplasia 2,EFO:0009148,acth-independent macronodular adrenal hyperplasia 2,622,1
623,neurooculocardiogenitourinary syndrome,EFO:0010663,neurooculocardiogenitourinary syndrome,623,1
624,Shukla-Vernon syndrome,EFO:0010278,Shukla-Vernon syndrome,624,1
625,Paganini-Miozzo syndrome,EFO:0010261,Paganini-Miozzo syndrome,625,1
626,osteomalacia,EFO:1002027,osteomalacia,626,1
627,hyperandrogenism,EFO:0009006,hyperandrogenism,627,1
628,endometrial stromal nodule,EFO:1000241,Endometrial Stromal Nodule,628,1
629,amenorrhea,EFO:0010269,amenorrhea,629,1
630,uterine corpus lipoleiomyoma,EFO:1000614,Uterine Corpus Lipoleiomyoma,630,1
631,peritoneal mesothelioma,EFO:1000467,Peritoneal Mesothelioma,631,1
632,hyperuricemia,EFO:0009104,hyperuricemia,632,1
633,neuroma,EFO:0009619,neuroma,633,1
634,choroid plexus papilloma,EFO:1000177,Choroid Plexus Papilloma,634,1
635,motion sickness,EFO:0006928,motion sickness,635,1
636,ovarian gonadoblastoma,EFO:1000420,Ovarian Gonadoblastoma,636,1
637,protein C deficiency,EFO:0009316,protein c deficiency,637,1
638,vaginal discharge,EFO:0009365,vaginal discharge,638,1
639,papillary craniopharyngioma,EFO:1000447,Papillary Craniopharyngioma,639,1
640,autoimmune disease,EFO:0005140,autoimmune disease,640,1
641,clear cell meningioma,EFO:1000180,Clear Cell Meningioma,641,1
642,malignant ovarian Brenner tumor,EFO:1000357,Malignant Ovarian Brenner Tumor,642,1
643,pancreatic somatostatinoma,EFO:1001964,pancreatic somatostatinoma,643,1
644,secretory meningioma,EFO:1000522,Secretory Meningioma,644,1
645,lymphoplasmacyte-rich meningioma,EFO:1000342,Lymphoplasmacyte-Rich Meningioma,645,1
646,microcystic meningioma,EFO:1000376,Microcystic Meningioma,646,1
647,testicular Leydig cell tumor,EFO:1000569,Testicular Leydig Cell Tumor,647,1
648,pleuropulmonary blastoma,EFO:0009052,Pleuropulmonary blastoma,648,1
649,rhabdoid meningioma,EFO:1000511,Rhabdoid Meningioma,649,1
650,testicular granulosa cell tumor,EFO:1000567,Testicular Granulosa Cell Tumor,650,1
651,sleep disorder,EFO:0008568,Sleep Disorder,651,1
652,pilomatrixoma,EFO:0009082,Pilomatrixoma,652,1
653,pancreatic gastrinoma,EFO:1000440,Pancreatic Gastrinoma,653,1
654,cribriform carcinoma,EFO:1000210,Cribriform Carcinoma,654,1
655,well-differentiated liposarcoma,EFO:0000736,well-differentiated liposarcoma,655,1
656,endometrial serous adenocarcinoma,EFO:1000238,Endometrial Serous Adenocarcinoma,656,1
657,meningeal melanocytoma,EFO:1000370,Meningeal Melanocytoma,657,1
658,angiomatous meningioma,EFO:1000086,Angiomatous Meningioma,658,1
659,bone epithelioid hemangioma,EFO:1000132,Bone Epithelioid Hemangioma,659,1
660,pancreatoblastoma,EFO:1000446,Pancreatoblastoma,660,1
661,anaplastic oligodendroglioma,EFO:0002501,anaplastic oligodendroglioma,661,1
662,psammomatous meningioma,EFO:1000500,Psammomatous Meningioma,662,1
663,fibrous meningioma,EFO:1000258,Fibrous Meningioma,663,1
664,meningothelial meningioma,EFO:1000372,Meningothelial Meningioma,664,1
665,transitional meningioma,EFO:1000602,Transitional Meningioma,665,1
666,epithelioid malignant peripheral nerve sheath tumor,EFO:1000245,Epithelioid Malignant Peripheral Nerve Sheath Tumor,666,1
667,chordoid meningioma,EFO:1000176,Chordoid Meningioma,667,1
668,kidney angiomyolipoma,EFO:1000312,Kidney Angiomyolipoma,668,1
669,plantar fasciitis,EFO:1001909,Plantar Fasciitis,669,1
670,peginterferon alfa-2a,EFO:0010102,peginterferon alfa-2a,670|677,1
671,Alexa Fluor 555,EFO:0004968,Alexa Fluor 555,671,1
672,tempol,EFO:0002678,tempol,672,1
673,anti-IgG,EFO:0005030,anti-IgG,673,1
674,neuromedin U,EFO:0003266,neuromedin U,674,1
675,Org 31710,EFO:0002673,antiprogestin,675,1
676,iberin,EFO:0002671,iberin,676,1
677,chitooctaose,EFO:0003237,chitin octamer,678,1
678,Lichen planus follicularis,EFO:0009856,lichen planopilaris,679,1
679,Intrahepatic Cholestasis of Pregnancy,EFO:0009048,Intrahepatic cholestasis of pregnancy,680,1
680,Neonatal Systemic lupus erythematosus,EFO:0004537,neonatal systemic lupus erythematosus,681,1
681,Ossification of the posterior longitudinal ligament of the spine,EFO:0005895,ossification of the posterior longitudinal ligament of the spine,682,1
682,"Hypoglycemia, leucine-induced",EFO:0006856,leucine-induced hypoglycemia,683,1
683,Granulosa cell tumor of the ovary,EFO:0006461,ovarian granulosa tumour,684,1
684,Methylmalonic aciduria cblB type,EFO:0009074,methylmalonic aciduria cblb type,685,1
685,Antisynthetase syndrome,EFO:1001982,Antisynthetase syndrome,686,1
686,"Heterotaxy, visceral, X-linked",EFO:0009136,"heterotaxy, visceral, x-linked",687,1
687,Aminoacylase 1 deficiency,EFO:1001981,Aminoacylase 1 deficiency,688,1
688,"Amyotrophy, monomelic",EFO:1001989,Monomelic amyotrophy,689,1
689,Ovarian gynandroblastoma,EFO:1000422,Ovarian Gynandroblastoma,690,1
690,Medullary Cystic Kidney Disease 2,EFO:0008618,Medullary Cystic Kidney Disease Type II,691,1
691,"Phobia, Specific",EFO:1001918,specific phobia,692,1
692,Hyperproinsulinemia,EFO:0009650,hyperproinsulinemia,693,1
693,Testicular Germ Cell Tumor,EFO:1000566,Testicular Germ Cell Tumor,694,1
694,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,EFO:0009135,leigh syndrome due to mitochondrial complex iv deficiency,695,1
695,Temple-Baraitser Syndrome,EFO:0009062,Temple-Baraitser syndrome,696,1
696,Alexa Fluor 647,EFO:0004967,Alexa Fluor 647,697,1
697,Abdominal Injuries,EFO:0009502,abdominal injury,698,1
698,Mouse Embryonic Stem Cells,EFO:0004038,mouse embryonic stem cell,699,1
699,Seroconversion,EFO:0007851,seroconversion,700,1
700,Crush Injuries,EFO:0009504,crush injury,701,1
701,Latent Autoimmune Diabetes in Adults,EFO:0009706,latent autoimmune diabetes in adults,702,1
702,Pathologists,EFO:0009738,pathologist,703,1
703,A549 Cells,EFO:0001086,A549,704,1
704,ST Elevation Myocardial Infarction,EFO:0008585,ST Elevation Myocardial Infarction,705,1
705,Non-ST Elevated Myocardial Infarction,EFO:0008586,Non-ST Elevation Myocardial Infarction,706,1
706,Teratozoospermia,EFO:0002625,teratozoospermia,707,1
707,Sleep Latency,EFO:0005280,sleep latency,708,1
708,Heavy Metal Poisoning,EFO:1001518,heavy metal poisoning,709,1
709,Diverticular Diseases,EFO:0009959,diverticular disease,710,1
710,Squamous Cell Carcinoma of Head and Neck,EFO:0000181,head and neck squamous cell carcinoma,711,1
711,Esophageal Squamous Cell Carcinoma,EFO:0005922,esophageal squamous cell carcinoma,712,1
712,Progression-Free Survival,EFO:0004920,progression free survival,713,1
713,Carotid-Femoral Pulse Wave Velocity,EFO:0004724,carotid-femoral pulse wave velocity,714,1
714,RNA-Seq,EFO:0008896,RNA-Seq,715,1
715,Amputation,EFO:0009632,amputation,716,1
716,Aneurysm,EFO:0009659,aneurysm,717,1
717,Hypoxia,EFO:0009444,hypoxia,718,1
718,Asphyxia,EFO:0009446,asphyxia,719,1
719,Atrophy,EFO:1000096,Atrophy,720,1
720,Blood Donors,EFO:0009635,blood donor,721,1
721,Catalepsy,EFO:0009845,catalepsy,722,1
722,Cesarean Section,EFO:0009636,cesarean section,723,1
723,Chronic Disease,EFO:0009714,chronic disease,724,1
724,"Constriction, Pathologic",EFO:0006818,stricture,725,1
725,Contraception,EFO:0009520,contraception,726,1
726,Convalescence,EFO:0009630,convalescence,727,1
727,"DNA, Mitochondrial",EFO:0008480,mitochondrial DNA,728,1
728,Edema,EFO:0009373,edema,729,1
729,Facial Pain,EFO:0009625,facial pain,730,1
730,Fibrosis,EFO:0006890,fibrosis,731,1
731,Flatulence,EFO:0009669,flatulence,732,1
732,"Fractures, Ununited",EFO:0009707,"fractures, ununited",733,1
733,Frostbite,EFO:0009527,frostbite,734,1
734,Hemolysis,EFO:0009473,hemolysis,735,1
735,Postpartum Hemorrhage,EFO:0009579,postpartum hemorrhage,736,1
736,"Hepatitis, Chronic",EFO:0008496,chronic hepatitis,737,1
737,Homosexuality,EFO:0008485,homosexuality,738,1
738,Jaw Fractures,EFO:0009612,jaw fracture,739,1
739,Lactose Tolerance Test,EFO:0010557,lactose tolerance test,740,1
740,Leukapheresis,EFO:0009126,leukapheresis,741,1
741,Maximal Voluntary Ventilation,EFO:0008431,maximal voluntary ventilation,742,1
742,Mortality,EFO:0004352,mortality,743,1
743,Motion Sickness,EFO:0006928,motion sickness,744,1
744,Muscle Cramp,EFO:0009846,muscle cramp,745,1
745,Muscular Atrophy,EFO:0009851,muscle atrophy,746,1
746,Necrosis,EFO:0009426,necrosis,747,1
747,Neuralgia,EFO:0005762,neuropathic pain,748,1
748,Neuroma,EFO:0009619,neuroma,749,1
749,Orbital Fractures,EFO:0009611,orbital fracture,750,1
750,Periodontal Diseases,EFO:0010693,tooth-supporting structures disease,751,1
751,Pleural Effusion,EFO:0009637,pleural effusion,752,1
752,Rehabilitation,EFO:0009581,rehabilitation,753,1
753,Rib Fractures,EFO:0009620,rib fracture,754,1
754,Shoulder Fractures,EFO:0009621,shoulder fracture,755,1
755,Staphylococcal Infections,EFO:0005681,Staphylococcus aureus infection,756,1
756,Suicide,EFO:0007624,suicide,757,1
757,Toothache,EFO:0010072,toothache,758,1
758,Varicose Ulcer,EFO:1001923,varicose ulcer,759,1
759,Xerostomia,EFO:0009869,xerostomia,760,1
760,Tumor Lysis Syndrome,EFO:1001479,Tumor Lysis Syndrome,761,1
761,Osteochondroma,EFO:1000411,Osteochondroma,762,1
762,Bronchoconstriction,EFO:0009836,bronchoconstriction,763,1
763,Orthopedic Nursing,EFO:0009577,orthopedic nursing,764,1
764,Central Nervous System Neoplasms,EFO:1000158,Central Nervous System Neoplasm,765,1
765,Interferon-alpha,EFO:0003021,interferon alpha,766,1
766,Hyperandrogenism,EFO:0009006,hyperandrogenism,767,1
767,Reticulocyte Count,EFO:0007986,reticulocyte count,768,1
768,Lymphomatoid Papulosis,EFO:1000341,Lymphomatoid Papulosis,769,1
769,Tympanic Membrane Perforation,EFO:0009472,tympanic membrane perforation,770,1
770,Osteoblastoma,EFO:1000410,Osteoblastoma,771,1
771,Fibroadenoma,EFO:1000254,Fibroadenoma,772,1
772,Pilomatrixoma,EFO:0009082,Pilomatrixoma,773,1
773,"Homosexuality, Male",EFO:0008486,male homosexuality,774,1
774,Vaginal Discharge,EFO:0009365,vaginal discharge,775,1
775,Venous Thrombosis,EFO:0003907,deep vein thrombosis,776,1
776,Papillomavirus Infections,EFO:0001668,human papilloma virus infection,777,1
777,Hyperuricemia,EFO:0009104,hyperuricemia,778,1
778,Vascular Malformations,EFO:0006888,vascular malformation,779,1
779,"Diet, Ketogenic",EFO:0009371,ketogenic diet,780,1
780,Purpura Fulminans,EFO:1001913,Purpura Fulminans,781,1
781,Executive Function,EFO:0007046,executive function,782,1
782,Tachypnea,EFO:0009840,tachypnea,783,1
783,"Diet, High-Fat",EFO:0002757,high fat diet,784,1
784,Cerebral Small Vessel Diseases,EFO:0008493,cerebral small vessel disease,785,1
785,Urine Specimen Collection,EFO:0009123,urine collection,786,1
786,Mesenchymal Stem Cells,EFO:0000586,mesenchymal stem cell,787,1
787,"Depressive Disorder, Treatment-Resistant",EFO:0009854,treatment resistant depression,788,1
788,Laser Capture Microdissection,EFO:0009111,laser capture microdissection,789,1
789,Organophosphate Poisoning,EFO:0010581,organophosphate poisoning,790,1
790,Ankle Fractures,EFO:0009615,ankle fracture,791,1
791,Etiolation,EFO:0007589,etiolation,792,1
792,Acute-On-Chronic Liver Failure,EFO:0007949,acute-on-chronic liver failure,793,1
793,Neurodevelopmental Disorders,EFO:0010642,Neurodevelopmental disorder,794,1
794,Waist-Height Ratio,EFO:0005191,waist height ratio,795,1
