query,ref_match,ref_match_id
protein C deficiency,protein c deficiency,EFO:0009316
vaginal discharge,vaginal discharge,EFO:0009365
papillary craniopharyngioma,Papillary Craniopharyngioma,EFO:1000447
autoimmune disease,autoimmune disease,EFO:0005140
clear cell meningioma,Clear Cell Meningioma,EFO:1000180
malignant ovarian Brenner tumor,Malignant Ovarian Brenner Tumor,EFO:1000357
pancreatic somatostatinoma,pancreatic somatostatinoma,EFO:1001964
secretory meningioma,Secretory Meningioma,EFO:1000522
lymphoplasmacyte-rich meningioma,Lymphoplasmacyte-Rich Meningioma,EFO:1000342
microcystic meningioma,Microcystic Meningioma,EFO:1000376
testicular Leydig cell tumor,Testicular Leydig Cell Tumor,EFO:1000569
pleuropulmonary blastoma,Pleuropulmonary blastoma,EFO:0009052
rhabdoid meningioma,Rhabdoid Meningioma,EFO:1000511
testicular granulosa cell tumor,Testicular Granulosa Cell Tumor,EFO:1000567
sleep disorder,Sleep Disorder,EFO:0008568
pilomatrixoma,Pilomatrixoma,EFO:0009082
pancreatic gastrinoma,Pancreatic Gastrinoma,EFO:1000440
cribriform carcinoma,Cribriform Carcinoma,EFO:1000210
well-differentiated liposarcoma,well-differentiated liposarcoma,EFO:0000736
endometrial serous adenocarcinoma,Endometrial Serous Adenocarcinoma,EFO:1000238
meningeal melanocytoma,Meningeal Melanocytoma,EFO:1000370
angiomatous meningioma,Angiomatous Meningioma,EFO:1000086
bone epithelioid hemangioma,Bone Epithelioid Hemangioma,EFO:1000132
pancreatoblastoma,Pancreatoblastoma,EFO:1000446
anaplastic oligodendroglioma,anaplastic oligodendroglioma,EFO:0002501
psammomatous meningioma,Psammomatous Meningioma,EFO:1000500
fibrous meningioma,Fibrous Meningioma,EFO:1000258
meningothelial meningioma,Meningothelial Meningioma,EFO:1000372
transitional meningioma,Transitional Meningioma,EFO:1000602
epithelioid malignant peripheral nerve sheath tumor,Epithelioid Malignant Peripheral Nerve Sheath Tumor,EFO:1000245
chordoid meningioma,Chordoid Meningioma,EFO:1000176
kidney angiomyolipoma,Kidney Angiomyolipoma,EFO:1000312
plantar fasciitis,Plantar Fasciitis,EFO:1001909
peginterferon alfa-2a,peginterferon alfa-2a,EFO:0010102
Alexa Fluor 555,Alexa Fluor 555,EFO:0004968
tempol,tempol,EFO:0002678
anti-IgG,anti-IgG,EFO:0005030
neuromedin U,neuromedin U,EFO:0003266
Org 31710,antiprogestin,EFO:0002673
iberin,iberin,EFO:0002671
peginterferon alfa-2a,peginterferon alfa-2a,EFO:0010102
chitooctaose,chitin octamer,EFO:0003237
Lichen planus follicularis,lichen planopilaris,EFO:0009856
Intrahepatic Cholestasis of Pregnancy,Intrahepatic cholestasis of pregnancy,EFO:0009048
Neonatal Systemic lupus erythematosus,neonatal systemic lupus erythematosus,EFO:0004537
Ossification of the posterior longitudinal ligament of the spine,ossification of the posterior longitudinal ligament of the spine,EFO:0005895
"Hypoglycemia, leucine-induced",leucine-induced hypoglycemia,EFO:0006856
Granulosa cell tumor of the ovary,ovarian granulosa tumour,EFO:0006461
Methylmalonic aciduria cblB type,methylmalonic aciduria cblb type,EFO:0009074
Antisynthetase syndrome,Antisynthetase syndrome,EFO:1001982
"Heterotaxy, visceral, X-linked","heterotaxy, visceral, x-linked",EFO:0009136
Aminoacylase 1 deficiency,Aminoacylase 1 deficiency,EFO:1001981
"Amyotrophy, monomelic",Monomelic amyotrophy,EFO:1001989
Ovarian gynandroblastoma,Ovarian Gynandroblastoma,EFO:1000422
Medullary Cystic Kidney Disease 2,Medullary Cystic Kidney Disease Type II,EFO:0008618
"Phobia, Specific",specific phobia,EFO:1001918
Hyperproinsulinemia,hyperproinsulinemia,EFO:0009650
Testicular Germ Cell Tumor,Testicular Germ Cell Tumor,EFO:1000566
Leigh Syndrome due to Mitochondrial Complex IV Deficiency,leigh syndrome due to mitochondrial complex iv deficiency,EFO:0009135
Temple-Baraitser Syndrome,Temple-Baraitser syndrome,EFO:0009062
Alexa Fluor 647,Alexa Fluor 647,EFO:0004967
Abdominal Injuries,abdominal injury,EFO:0009502
Mouse Embryonic Stem Cells,mouse embryonic stem cell,EFO:0004038
Seroconversion,seroconversion,EFO:0007851
Crush Injuries,crush injury,EFO:0009504
Latent Autoimmune Diabetes in Adults,latent autoimmune diabetes in adults,EFO:0009706
Pathologists,pathologist,EFO:0009738
A549 Cells,A549,EFO:0001086
ST Elevation Myocardial Infarction,ST Elevation Myocardial Infarction,EFO:0008585
Non-ST Elevated Myocardial Infarction,Non-ST Elevation Myocardial Infarction,EFO:0008586
Teratozoospermia,teratozoospermia,EFO:0002625
Sleep Latency,sleep latency,EFO:0005280
Heavy Metal Poisoning,heavy metal poisoning,EFO:1001518
Diverticular Diseases,diverticular disease,EFO:0009959
Squamous Cell Carcinoma of Head and Neck,head and neck squamous cell carcinoma,EFO:0000181
Esophageal Squamous Cell Carcinoma,esophageal squamous cell carcinoma,EFO:0005922
Progression-Free Survival,progression free survival,EFO:0004920
Carotid-Femoral Pulse Wave Velocity,carotid-femoral pulse wave velocity,EFO:0004724
RNA-Seq,RNA-Seq,EFO:0008896
Amputation,amputation,EFO:0009632
Aneurysm,aneurysm,EFO:0009659
Hypoxia,hypoxia,EFO:0009444
Asphyxia,asphyxia,EFO:0009446
Atrophy,Atrophy,EFO:1000096
Blood Donors,blood donor,EFO:0009635
Catalepsy,catalepsy,EFO:0009845
Cesarean Section,cesarean section,EFO:0009636
Chronic Disease,chronic disease,EFO:0009714
"Constriction, Pathologic",stricture,EFO:0006818
Contraception,contraception,EFO:0009520
Convalescence,convalescence,EFO:0009630
"DNA, Mitochondrial",mitochondrial DNA,EFO:0008480
Edema,edema,EFO:0009373
Facial Pain,facial pain,EFO:0009625
Fibrosis,fibrosis,EFO:0006890
Flatulence,flatulence,EFO:0009669
"Fractures, Ununited","fractures, ununited",EFO:0009707
Frostbite,frostbite,EFO:0009527
Hemolysis,hemolysis,EFO:0009473
Postpartum Hemorrhage,postpartum hemorrhage,EFO:0009579
"Hepatitis, Chronic",chronic hepatitis,EFO:0008496
Homosexuality,homosexuality,EFO:0008485
Jaw Fractures,jaw fracture,EFO:0009612
Lactose Tolerance Test,lactose tolerance test,EFO:0010557
Leukapheresis,leukapheresis,EFO:0009126
Maximal Voluntary Ventilation,maximal voluntary ventilation,EFO:0008431
Mortality,mortality,EFO:0004352
Motion Sickness,motion sickness,EFO:0006928
Muscle Cramp,muscle cramp,EFO:0009846
Muscular Atrophy,muscle atrophy,EFO:0009851
Necrosis,necrosis,EFO:0009426
Neuralgia,neuropathic pain,EFO:0005762
Neuroma,neuroma,EFO:0009619
Orbital Fractures,orbital fracture,EFO:0009611
Periodontal Diseases,tooth-supporting structures disease,EFO:0010693
Pleural Effusion,pleural effusion,EFO:0009637
Rehabilitation,rehabilitation,EFO:0009581
Rib Fractures,rib fracture,EFO:0009620
Shoulder Fractures,shoulder fracture,EFO:0009621
Staphylococcal Infections,Staphylococcus aureus infection,EFO:0005681
Suicide,suicide,EFO:0007624
Toothache,toothache,EFO:0010072
Varicose Ulcer,varicose ulcer,EFO:1001923
Xerostomia,xerostomia,EFO:0009869
Tumor Lysis Syndrome,Tumor Lysis Syndrome,EFO:1001479
Osteochondroma,Osteochondroma,EFO:1000411
Bronchoconstriction,bronchoconstriction,EFO:0009836
Orthopedic Nursing,orthopedic nursing,EFO:0009577
Central Nervous System Neoplasms,Central Nervous System Neoplasm,EFO:1000158
Interferon-alpha,interferon alpha,EFO:0003021
Hyperandrogenism,hyperandrogenism,EFO:0009006
Reticulocyte Count,reticulocyte count,EFO:0007986
Lymphomatoid Papulosis,Lymphomatoid Papulosis,EFO:1000341
Tympanic Membrane Perforation,tympanic membrane perforation,EFO:0009472
Osteoblastoma,Osteoblastoma,EFO:1000410
Fibroadenoma,Fibroadenoma,EFO:1000254
Pilomatrixoma,Pilomatrixoma,EFO:0009082
"Homosexuality, Male",male homosexuality,EFO:0008486
Vaginal Discharge,vaginal discharge,EFO:0009365
Venous Thrombosis,deep vein thrombosis,EFO:0003907
Papillomavirus Infections,human papilloma virus infection,EFO:0001668
Hyperuricemia,hyperuricemia,EFO:0009104
Vascular Malformations,vascular malformation,EFO:0006888
"Diet, Ketogenic",ketogenic diet,EFO:0009371
Purpura Fulminans,Purpura Fulminans,EFO:1001913
Executive Function,executive function,EFO:0007046
Tachypnea,tachypnea,EFO:0009840
"Diet, High-Fat",high fat diet,EFO:0002757
Cerebral Small Vessel Diseases,cerebral small vessel disease,EFO:0008493
Urine Specimen Collection,urine collection,EFO:0009123
Mesenchymal Stem Cells,mesenchymal stem cell,EFO:0000586
"Depressive Disorder, Treatment-Resistant",treatment resistant depression,EFO:0009854
Laser Capture Microdissection,laser capture microdissection,EFO:0009111
Organophosphate Poisoning,organophosphate poisoning,EFO:0010581
Ankle Fractures,ankle fracture,EFO:0009615
Etiolation,etiolation,EFO:0007589
Acute-On-Chronic Liver Failure,acute-on-chronic liver failure,EFO:0007949
Neurodevelopmental Disorders,Neurodevelopmental disorder,EFO:0010642
Waist-Height Ratio,waist height ratio,EFO:0005191
