query,ref_match,ref_match_id
blastema,obsolete_blastema,EFO:0003658
palatoquadrate arch,obsolete_palatoquadrate arch,EFO:0003659
renal tubule,obsolete_renal tubule,EFO:0003666
renal glomerulus,obsolete_renal glomerulus,EFO:0003667
ciliary marginal zone,obsolete_ciliary marginal zone,EFO:0003668
facial ganglion,obsolete_facial ganglion,EFO:0003669
dorsal anterior lateral line ganglion,obsolete_dorsal anterior lateral line ganglion,EFO:0003674
neurocranial trabecula,obsolete_neurocranial trabecula,EFO:0003677
terminal nerve,obsolete_terminal nerve,EFO:0003678
ethmoid cartilage,obsolete_ethmoid cartilage,EFO:0003685
hyosymplectic cartilage,obsolete_hyosymplectic cartilage,EFO:0003686
pharyngeal arch cartilage,obsolete_pharyngeal arch cartilage,EFO:0003689
chondrocranium cartilage,obsolete_chondrocranium cartilage,EFO:0003690
aortic arch,obsolete_aortic arch,EFO:0003695
anterior lateral plate mesoderm,obsolete_anterior lateral plate mesoderm,EFO:0003704
posterior lateral plate mesoderm,obsolete_posterior lateral plate mesoderm,EFO:0003705
vascular cord,obsolete_vascular cord,EFO:0003709
autism spectrum disorder,autism spectrum disorder,EFO:0003756
atypical autism,autism spectrum disorder,EFO:0003756
pervasive developmental disorder - not otherwise specified,autism spectrum disorder,EFO:0003756
autism spectrum disorder,autism spectrum disorder,EFO:0003756
Autism Spectrum Disorder,autism spectrum disorder,EFO:0003756
Asperger syndrome,Asperger syndrome,EFO:0003757
Asperger syndrome,Asperger syndrome,EFO:0003757
Asperger Syndrome,Asperger syndrome,EFO:0003757
autistic disorder,autism,EFO:0003758
Autism,autism,EFO:0003758
autism,autism,EFO:0003758
Autism,autism,EFO:0003758
atypical autism,pervasive developmental disorder - not otherwise specified,EFO:0003759
Central nervous system cyst,central nervous system cyst,EFO:0003760
central nervous system cyst,central nervous system cyst,EFO:0003760
Central Nervous System Cyst,central nervous system cyst,EFO:0003760
major depressive disorder,unipolar depression,EFO:0003761
melancholic depression,unipolar depression,EFO:0003761
obsolete melancholia,unipolar depression,EFO:0003761
major depressive episode,unipolar depression,EFO:0003761
major depressive disorder,unipolar depression,EFO:0003761
Unipolar Depression,unipolar depression,EFO:0003761
cerebrovascular disease,cerebrovascular disorder,EFO:0003763
cerebrovascular disorder,cerebrovascular disorder,EFO:0003763
Cerebrovascular Disorder,cerebrovascular disorder,EFO:0003763
transient cerebral ischemia,transient ischemic attack,EFO:0003764
Accident ischémique transitoire,transient ischemic attack,EFO:0003764
transient ischemic attack,transient ischemic attack,EFO:0003764
Transient Ischemic Attack,transient ischemic attack,EFO:0003764
inflammatory bowel disease,inflammatory bowel disease,EFO:0003767
inflammatory bowel disease,inflammatory bowel disease,EFO:0003767
Inflammatory Bowel Disease,inflammatory bowel disease,EFO:0003767
nicotine dependence,nicotine dependence,EFO:0003768
nicotine dependence,nicotine dependence,EFO:0003768
Nicotine Dependence,nicotine dependence,EFO:0003768
endocrine gland cancer,endocrine neoplasm,EFO:0003769
endocrine gland neoplasm,endocrine neoplasm,EFO:0003769
Endocrine Neoplasm,endocrine neoplasm,EFO:0003769
diabetic retinopathy,diabetic retinopathy,EFO:0003770
diabetic retinopathy,diabetic retinopathy,EFO:0003770
Diabetic Retinopathy,diabetic retinopathy,EFO:0003770
hyper IgE recurrent infection syndrome 1,obsolete_Job's syndrome,EFO:0003775
heart disease,heart disease,EFO:0003777
heart disorder,heart disease,EFO:0003777
Heart Disorder,heart disease,EFO:0003777
psoriatic arthritis,psoriatic arthritis,EFO:0003778
psoriatic arthritis,psoriatic arthritis,EFO:0003778
Psoriatic Arthritis,psoriatic arthritis,EFO:0003778
autoimmune thyroiditis,Hashimoto's thyroiditis,EFO:0003779
Hashimoto thyroiditis,Hashimoto's thyroiditis,EFO:0003779
Hashimoto Thyroiditis,Hashimoto's thyroiditis,EFO:0003779
Behcet's disease,Behcet's syndrome,EFO:0003780
Behcet disease,Behcet's syndrome,EFO:0003780
Behcet Syndrome,Behcet's syndrome,EFO:0003780
carotid artery disease,carotid artery disease,EFO:0003781
carotid artery disorder,carotid artery disease,EFO:0003781
Carotid Artery Disorder,carotid artery disease,EFO:0003781
motor neuron disease,motor neuron disease,EFO:0003782
motor neuron disorder,motor neuron disease,EFO:0003782
progressive bulbar palsy,progressive bulbar palsy,EFO:0003783
progressive bulbar palsy,progressive bulbar palsy,EFO:0003783
Progressive Bulbar Palsy,progressive bulbar palsy,EFO:0003783
allergic disease,obsolete_allergy,EFO:0003785
refractory anemia,refractory anemia,EFO:0003802
myelodysplastic syndrome with single lineage dysplasia,refractory anemia,EFO:0003802
Refractory Anemia,refractory anemia,EFO:0003802
"Myelodysplastic Syndrome, Not Otherwise Specified with Single Lineage Dysplasia",refractory anemia,EFO:0003802
refractory anemia with excess blasts,refractory anemia with excess blasts,EFO:0003811
myelodysplastic syndrome with excess blasts,refractory anemia with excess blasts,EFO:0003811
Myelodysplastic Syndrome with Excess Blasts,refractory anemia with excess blasts,EFO:0003811
refractory anemia with ringed sideroblasts,refractory anemia with ringed sideroblasts,EFO:0003812
myelodysplastic syndrome with ring sideroblasts,refractory anemia with ringed sideroblasts,EFO:0003812
Myelodysplastic Syndrome with Ring Sideroblasts,refractory anemia with ringed sideroblasts,EFO:0003812
larynx cancer,laryngeal neoplasm,EFO:0003817
laryngeal neoplasm,laryngeal neoplasm,EFO:0003817
Laryngeal Neoplasm,laryngeal neoplasm,EFO:0003817
lung disease,lung disease,EFO:0003818
lung disorder,lung disease,EFO:0003818
Lung Disorder,lung disease,EFO:0003818
dental caries,dental caries,EFO:0003819
dental caries,dental caries,EFO:0003819
bone cancer,bone neoplasm,EFO:0003820
bone neoplasm,bone neoplasm,EFO:0003820
Bone Neoplasm,bone neoplasm,EFO:0003820
migraine,obsolete_migraine disorder,EFO:0003821
eye neoplasm,eye neoplasm,EFO:0003824
Eye Neoplasm,eye neoplasm,EFO:0003824
serous cystadenocarcinoma,serous adenocarcinoma,EFO:0003825
serous adenocarcinoma,serous adenocarcinoma,EFO:0003825
serous adenocarcinoma,serous adenocarcinoma,EFO:0003825
Serous Adenocarcinoma,serous adenocarcinoma,EFO:0003825
salivary gland cancer,salivary gland neoplasm,EFO:0003826
pulmonary embolism,pulmonary embolism,EFO:0003827
Embolia pulmonar,pulmonary embolism,EFO:0003827
pulmonary embolism,pulmonary embolism,EFO:0003827
Pulmonary Embolism,pulmonary embolism,EFO:0003827
spinal cord neoplasm,spinal cord neoplasm,EFO:0003828
Spinal Cord Neoplasm,spinal cord neoplasm,EFO:0003828
alcohol dependence,obsolete_alcohol dependence,EFO:0003829
prostatitis,prostatitis,EFO:0003830
Prostatit,prostatitis,EFO:0003830
prostatitis,prostatitis,EFO:0003830
Prostatitis,prostatitis,EFO:0003830
gallbladder disease,gallbladder disease,EFO:0003832
gallbladder disorder,gallbladder disease,EFO:0003832
Gallbladder Disorder,gallbladder disease,EFO:0003832
brain cancer,brain neoplasm,EFO:0003833
brain neoplasm,brain neoplasm,EFO:0003833
Brain Neoplasm,brain neoplasm,EFO:0003833
cutaneous lupus erythematosus,cutaneous lupus erythematosus,EFO:0003834
cutaneous lupus erythematosus,cutaneous lupus erythematosus,EFO:0003834
Cutaneous Lupus Erythematosus,cutaneous lupus erythematosus,EFO:0003834
anus cancer,anal neoplasm,EFO:0003835
anus benign neoplasm,anal neoplasm,EFO:0003835
anus neoplasm,anal neoplasm,EFO:0003835
Anal Neoplasm,anal neoplasm,EFO:0003835
calcinosis,calcification,EFO:0003837
retinal disease,retinopathy,EFO:0003839
retinal disorder,retinopathy,EFO:0003839
Retinal Disorder,retinopathy,EFO:0003839
Retinopathy,retinopathy,EFO:0003839
secondary progressive multiple sclerosis,chronic progressive multiple sclerosis,EFO:0003840
primary progressive multiple sclerosis,chronic progressive multiple sclerosis,EFO:0003840
progressive relapsing multiple sclerosis,chronic progressive multiple sclerosis,EFO:0003840
chronic progressive multiple sclerosis,chronic progressive multiple sclerosis,EFO:0003840
thyroid adenoma,thyroid neoplasm,EFO:0003841
thyroid tumor,thyroid neoplasm,EFO:0003841
Thyroid Gland Neoplasm,thyroid neoplasm,EFO:0003841
ureter cancer,ureteral neoplasm,EFO:0003844
ureter neoplasm,ureteral neoplasm,EFO:0003844
Ureter Neoplasm,ureteral neoplasm,EFO:0003844
urethra cancer,urethral neoplasm,EFO:0003846
urethra neoplasm,urethral neoplasm,EFO:0003846
Urethra Neoplasm,urethral neoplasm,EFO:0003846
intellectual disability,obsolete_intellectual disability,EFO:0003847
palatal neoplasm,palatal neoplasm,EFO:0003849
palatal neoplasm,palatal neoplasm,EFO:0003849
Palate Neoplasm,palatal neoplasm,EFO:0003849
adrenal gland cancer,adrenal gland neoplasm,EFO:0003850
adrenal gland neoplasm,adrenal gland neoplasm,EFO:0003850
Adrenal Gland Neoplasm,adrenal gland neoplasm,EFO:0003850
tumor of meninges,meningeal neoplasm,EFO:0003851
Meningeal Neoplasm,meningeal neoplasm,EFO:0003851
developmental disability,developmental disability,EFO:0003852
Neoplasia del aparato respiratorio,respiratory system neoplasm,EFO:0003853
respiratory tract neoplasm,respiratory system neoplasm,EFO:0003853
Respiratory System Neoplasm,respiratory system neoplasm,EFO:0003853
postmenopausal osteoporosis,postmenopausal osteoporosis,EFO:0003854
Intestinal polyp,intestinal polyp,EFO:0003855
intestinal polyp,intestinal polyp,EFO:0003855
dissection,dissection,EFO:0003856
arthrogryposis,arthrogryposis,EFO:0003857
Arthrogryposis,arthrogryposis,EFO:0003857
uterine cancer,uterine neoplasm,EFO:0003859
tumor of uterus,uterine neoplasm,EFO:0003859
Uterine Neoplasm,uterine neoplasm,EFO:0003859
pancreatic cancer,pancreatic neoplasm,EFO:0003860
pancreatic neoplasm,pancreatic neoplasm,EFO:0003860
Pancreatic Neoplasm,pancreatic neoplasm,EFO:0003860
dementia,obsolete_dementia,EFO:0003862
kidney cancer,kidney neoplasm,EFO:0003865
kidney neoplasm,kidney neoplasm,EFO:0003865
Kidney Neoplasm,kidney neoplasm,EFO:0003865
paranasal sinus benign neoplasm,paranasal sinus neoplasm,EFO:0003866
paranasal sinus neoplasm,paranasal sinus neoplasm,EFO:0003866
Neoplasia del seno paranasal,paranasal sinus neoplasm,EFO:0003866
paranasal sinus neoplasm,paranasal sinus neoplasm,EFO:0003866
Paranasal Sinus Neoplasm,paranasal sinus neoplasm,EFO:0003866
oral cavity neoplasm,mouth neoplasm,EFO:0003868
Oral Cavity Neoplasm,mouth neoplasm,EFO:0003868
Meme neoplazisi,breast neoplasm,EFO:0003869
breast neoplasm,breast neoplasm,EFO:0003869
Breast Neoplasm,breast neoplasm,EFO:0003869
intracranial aneurysm,brain aneurysm,EFO:0003870
brain aneurysm,brain aneurysm,EFO:0003870
tongue cancer,tongue neoplasm,EFO:0003871
tongue neoplasm,tongue neoplasm,EFO:0003871
Tongue Neoplasm,tongue neoplasm,EFO:0003871
colitis,colitis,EFO:0003872
Colite,colitis,EFO:0003872
colitis,colitis,EFO:0003872
Colitis,colitis,EFO:0003872
parotid gland neoplasm,parotid neoplasm,EFO:0003873
Parotid Gland Neoplasm,parotid neoplasm,EFO:0003873
flatfoot,flatfoot,EFO:0003874
Flat Foot,flatfoot,EFO:0003874
peripheral vascular disease,peripheral vascular disease,EFO:0003875
peripheral vascular disease,peripheral vascular disease,EFO:0003875
Peripheral Vascular Disorder,peripheral vascular disease,EFO:0003875
intermittent claudication,intermittent vascular claudication,EFO:0003876
intermittent vascular claudication,intermittent vascular claudication,EFO:0003876
sleep apnea,sleep apnea,EFO:0003877
Apnea del sueño,sleep apnea,EFO:0003877
sleep apnea syndrome,sleep apnea,EFO:0003877
Sleep-Disordered Breathing,sleep apnea,EFO:0003877
urethritis,urethritis,EFO:0003878
Urethrite,urethritis,EFO:0003878
urethritis,urethritis,EFO:0003878
Urethritis,urethritis,EFO:0003878
appendiceal neoplasm,appendiceal neoplasm,EFO:0003880
appendiceal neoplasm,appendiceal neoplasm,EFO:0003880
Appendix Neoplasm,appendiceal neoplasm,EFO:0003880
osteoporosis,osteoporosis,EFO:0003882
osteoporosis,osteoporosis,EFO:0003882
Osteoporosis,osteoporosis,EFO:0003882
brain ischemia,obsolete_brain ischemia,EFO:0003883
chronic kidney disease,chronic kidney disease,EFO:0003884
chronic kidney disease,chronic kidney disease,EFO:0003884
Chronic Kidney Disease,chronic kidney disease,EFO:0003884
multiple sclerosis,obsolete_multiple sclerosis,EFO:0003885
attention deficit hyperactivity disorder,attention deficit hyperactivity disorder,EFO:0003888
attention deficit-hyperactivity disorder,attention deficit hyperactivity disorder,EFO:0003888
Attention Deficit Hyperactivity Disorder,attention deficit hyperactivity disorder,EFO:0003888
drug dependence,drug dependence,EFO:0003890
drug dependence,drug dependence,EFO:0003890
Drug Dependence,drug dependence,EFO:0003890
biliary tract benign neoplasm,biliary tract neoplasm,EFO:0003891
biliary tract neoplasm,biliary tract neoplasm,EFO:0003891
Biliary tract neoplasm,biliary tract neoplasm,EFO:0003891
biliary tract neoplasm,biliary tract neoplasm,EFO:0003891
ovarian neoplasm,ovarian neoplasm,EFO:0003893
Ovarian Neoplasm,ovarian neoplasm,EFO:0003893
acne,acne,EFO:0003894
?瘡,acne,EFO:0003894
acne,acne,EFO:0003894
Acne,acne,EFO:0003894
stomach cancer,stomach neoplasm,EFO:0003897
gastric neoplasm,stomach neoplasm,EFO:0003897
Gastric Neoplasm,stomach neoplasm,EFO:0003897
ankylosing spondylitis,ankylosing spondylitis,EFO:0003898
ankylosing spondylitis,ankylosing spondylitis,EFO:0003898
Ankylosing Spondylitis,ankylosing spondylitis,EFO:0003898
ciliopathy,ciliopathy,EFO:0003900
ciliopathy,ciliopathy,EFO:0003900
spinal fracture,spinal fracture,EFO:0003902
refractive error,obsolete_refractive error,EFO:0003908
Aleteo auricular,atrial flutter,EFO:0003911
atrial flutter,atrial flutter,EFO:0003911
Atrial Flutter,atrial flutter,EFO:0003911
atherosclerosis,atherosclerosis,EFO:0003914
atherosclerosis,atherosclerosis,EFO:0003914
Atherosclerosis,atherosclerosis,EFO:0003914
Atherosclerotic Cardiovascular Disease,atherosclerosis,EFO:0003914
obstructive sleep apnea,obstructive sleep apnea,EFO:0003918
Apnea obstructiva del sueño,obstructive sleep apnea,EFO:0003918
obstructive sleep apnea syndrome,obstructive sleep apnea,EFO:0003918
Obstructive Sleep Apnea Syndrome,obstructive sleep apnea,EFO:0003918
cleft palate,obsolete_cleft palate,EFO:0003920
pouchitis,pouchitis,EFO:0003921
myopia,obsolete_myopia,EFO:0003927
necrotizing enterocolitis,necrotizing enterocolitis,EFO:0003928
Necrotizing Enterocolitis,necrotizing enterocolitis,EFO:0003928
relapsing-remitting multiple sclerosis,relapsing-remitting multiple sclerosis,EFO:0003929
relapsing-remitting multiple sclerosis,relapsing-remitting multiple sclerosis,EFO:0003929
Relapsing-Remitting Multiple Sclerosis,relapsing-remitting multiple sclerosis,EFO:0003929
bone fracture,bone fracture,EFO:0003931
Fracture,bone fracture,EFO:0003931
bacterial vaginosis,bacterial vaginosis,EFO:0003932
bacterial vaginosis,bacterial vaginosis,EFO:0003932
Bacterial Vaginosis,bacterial vaginosis,EFO:0003932
biological_process,obsolete_physiological process,EFO:0003936
aphthous stomatitis,aphthous ulcer,EFO:0003938
Aftózní vřed,aphthous ulcer,EFO:0003938
canker sore,aphthous ulcer,EFO:0003938
Canker Sore,aphthous ulcer,EFO:0003938
humerus fracture,humerus fracture,EFO:0003943
tibia fracture,tibia fracture,EFO:0003944
Fuchs' endothelial dystrophy,obsolete_Fuchs' endothelial dystrophy,EFO:0003946
gastroesophageal reflux disease,gastroesophageal reflux disease,EFO:0003948
Gastro-oesofageale reflux,gastroesophageal reflux disease,EFO:0003948
gastroesophageal reflux disease,gastroesophageal reflux disease,EFO:0003948
Gastroesophageal Reflux Disease,gastroesophageal reflux disease,EFO:0003948
ulna fracture,ulna fracture,EFO:0003950
bacterial sexually transmitted disease,bacterial sexually transmitted disease,EFO:0003955
seasonal allergic rhinitis,seasonal allergic rhinitis,EFO:0003956
Seasonal Allergic Rhinitis,seasonal allergic rhinitis,EFO:0003956
radius fracture,radius fracture,EFO:0003957
sunburn,sunburn,EFO:0003958
cleft lip,cleft lip,EFO:0003959
hip fracture,hip fracture,EFO:0003964
globe disease,eye disease,EFO:0003966
eye disease,eye disease,EFO:0003966
eye disorder,eye disease,EFO:0003966
Eye Disorder,eye disease,EFO:0003966
angiosarcoma,angiosarcoma,EFO:0003968
vascular sarcoma,angiosarcoma,EFO:0003968
angiosarcoma,angiosarcoma,EFO:0003968
Angiosarcoma,angiosarcoma,EFO:0003968
angiosarcoma,angiosarcoma,EFO:0003968
Angiosarcoma,angiosarcoma,EFO:0003968
acrocephalosyndactylia,obsolete_acrocephalosyndactylia,EFO:0004123
keratosis follicularis,obsolete_Darier's disease,EFO:0004124
Adie syndrome,Adie syndrome,EFO:0004126
Holmes-Adie syndrome,Adie syndrome,EFO:0004126
Holmes-Adie Syndrome,Adie syndrome,EFO:0004126
hyperthyroxinemia,hyperthyroxinemia,EFO:0004127
hyperthyroxinemia,hyperthyroxinemia,EFO:0004127
hereditary nephritis,hereditary nephritis,EFO:0004128
transthyretin amyloidosis,familial amyloid neuropathy,EFO:0004129
obsolete paramyloidosis,familial amyloid neuropathy,EFO:0004129
familial amyloid neuropathy,familial amyloid neuropathy,EFO:0004129
Familial Amyloid Neuropathy,familial amyloid neuropathy,EFO:0004129
Machado-Joseph disease,obsolete_Machado-Joseph disease,EFO:0004135
Caffey disease,obsolete_Caffey disease,EFO:0004139
campomelic dysplasia,obsolete_campomelic dysplasia,EFO:0004140
Perineum,obsolete_perineum,EFO:0004141
colorectal neoplasm,colorectal neoplasm,EFO:0004142
colorectal neoplasm,colorectal neoplasm,EFO:0004142
Colorectal Neoplasm,colorectal neoplasm,EFO:0004142
carpal tunnel syndrome,carpal tunnel syndrome,EFO:0004143
carpal tunnel syndrome,carpal tunnel syndrome,EFO:0004143
Carpal Tunnel Syndrome,carpal tunnel syndrome,EFO:0004143
acatalasia,acatalasia,EFO:0004144
acatalasia,acatalasia,EFO:0004144
Acatalasemia,acatalasia,EFO:0004144
myopathy,myopathy,EFO:0004145
myopathy,myopathy,EFO:0004145
Myopathy,myopathy,EFO:0004145
congenital myopathy 1A,obsolete_central core myopathy,EFO:0004146
Sotos syndrome,obsolete_Sotos syndrome,EFO:0004147
Charcot-Marie-Tooth disease,obsolete_Charcot-Marie-Tooth disease,EFO:0004148
neuropathy,neuropathy,EFO:0004149
cherubism,obsolete_cherubism,EFO:0004150
Alagille syndrome,obsolete_Alagille syndrome,EFO:0004151
choreatic disease,chorea,EFO:0004152
Chorea,chorea,EFO:0004152
choreatic disease,chorea,EFO:0004152
Chorea,chorea,EFO:0004152
cleidocranial dysplasia,obsolete_cleidocranial dysplasia,EFO:0004153
open-angle glaucoma,open-angle glaucoma,EFO:0004190
open-angle glaucoma,open-angle glaucoma,EFO:0004190
Open Angle Glaucoma,open-angle glaucoma,EFO:0004190
androgenic alopecia,androgenetic alopecia,EFO:0004191
androgenetic alopecia,androgenetic alopecia,EFO:0004191
alopecia areata,alopecia areata,EFO:0004192
alopecia areata,alopecia areata,EFO:0004192
basal cell carcinoma,basal cell carcinoma,EFO:0004193
Basal Cell Carcinoma,basal cell carcinoma,EFO:0004193
Malignant Basal Cell Neoplasm,basal cell carcinoma,EFO:0004193
IgA glomerulonephritis,IGA glomerulonephritis,EFO:0004194
IgA glomerulonephritis,IGA glomerulonephritis,EFO:0004194
IgA Nephropathy,IGA glomerulonephritis,EFO:0004194
viral hepatitis,viral human hepatitis infection,EFO:0004196
viral hepatitis,viral human hepatitis infection,EFO:0004196
Viral Hepatitis,viral human hepatitis infection,EFO:0004196
hepatitis B,hepatitis B virus infection,EFO:0004197
hepatitis B virus infection,hepatitis B virus infection,EFO:0004197
Hepatitis B Infection,hepatitis B virus infection,EFO:0004197
skin benign neoplasm,skin neoplasm,EFO:0004198
skin cancer,skin neoplasm,EFO:0004198
skin neoplasm,skin neoplasm,EFO:0004198
Skin Neoplasm,skin neoplasm,EFO:0004198
dysplastic nevus syndrome,dysplastic nevus,EFO:0004199
degenerative myopia,pathological myopia,EFO:0004207
vitiligo,Vitiligo,EFO:0004208
vitiligo,Vitiligo,EFO:0004208
Vitiligo,Vitiligo,EFO:0004208
hypospadias,hypospadias,EFO:0004209
Hipospadias,hypospadias,EFO:0004209
hypospadias,hypospadias,EFO:0004209
Hypospadias,hypospadias,EFO:0004209
gallstones,gallstones,EFO:0004210
Hipertrigliceridemia,Hypertriglyceridemia,EFO:0004211
hypertriglyceridemia,Hypertriglyceridemia,EFO:0004211
keloid,Keloid,EFO:0004212
Keloid,Keloid,EFO:0004212
otosclerosis,otosclerosis,EFO:0004213
Otosclerose,otosclerosis,EFO:0004213
otosclerosis,otosclerosis,EFO:0004213
Otosclerosis,otosclerosis,EFO:0004213
abdominal aortic aneurysm,Abdominal Aortic Aneurysm,EFO:0004214
abdominal aortic aneurysm,Abdominal Aortic Aneurysm,EFO:0004214
anorexia nervosa,obsolete_anorexia nervosa,EFO:0004215
conduct disorder,conduct disorder,EFO:0004216
conduct disorder,conduct disorder,EFO:0004216
Conduct Disorder,conduct disorder,EFO:0004216
chronic hepatitis C virus infection,chronic hepatitis C virus infection,EFO:0004220
astigmatism,obsolete_astigmatism,EFO:0004222
coronary restenosis,Coronary Restenosis,EFO:0004224
coronary restenosis,Coronary Restenosis,EFO:0004224
coronary artery vasospasm,Coronary Vasospasm,EFO:0004225
coronary vasospasm,Coronary Vasospasm,EFO:0004225
Creutzfeldt-Jakob disease,Creutzfeldt Jacob Disease,EFO:0004226
Creutzfeldt Jacob disease,Creutzfeldt Jacob Disease,EFO:0004226
Creutzfeldt-Jakob Disease,Creutzfeldt Jacob Disease,EFO:0004226
dengue hemorrhagic fever,Dengue Hemorrhagic Fever,EFO:0004227
Dengue hemorrhagic fever,Dengue Hemorrhagic Fever,EFO:0004227
Dengue Hemorrhagic Fever,Dengue Hemorrhagic Fever,EFO:0004227
drug-induced liver injury,drug-induced liver injury,EFO:0004228
endometrial cancer,endometrial neoplasm,EFO:0004230
endometrial carcinoma,endometrial neoplasm,EFO:0004230
eosinophilic esophagitis,eosinophilic esophagitis,EFO:0004232
eosinophilic esophagitis,eosinophilic esophagitis,EFO:0004232
Eosinophilic Esophagitis,eosinophilic esophagitis,EFO:0004232
leukopenia,leukopenia,EFO:0004233
impotence,erectile dysfunction,EFO:0004234
Impotans,erectile dysfunction,EFO:0004234
erectile dysfunction,erectile dysfunction,EFO:0004234
Male Erectile Disorder,erectile dysfunction,EFO:0004234
exfoliation syndrome,exfoliation syndrome,EFO:0004235
exfoliation syndrome,exfoliation syndrome,EFO:0004235
Exfoliation Syndrome,exfoliation syndrome,EFO:0004235
focal segmental glomerulosclerosis,focal segmental glomerulosclerosis,EFO:0004236
focal segmental glomerulosclerosis,focal segmental glomerulosclerosis,EFO:0004236
Focal Segmental Glomerulosclerosis,focal segmental glomerulosclerosis,EFO:0004236
toxic diffuse goiter,Graves disease,EFO:0004237
Graves' disease,Graves disease,EFO:0004237
Graves disease,Graves disease,EFO:0004237
Graves Disease,Graves disease,EFO:0004237
hearing loss disorder,hearing loss,EFO:0004238
Hearing Loss,hearing loss,EFO:0004238
chronic hepatitis B virus infection,chronic hepatitis B virus infection,EFO:0004239
heroin dependence,heroin dependence,EFO:0004240
heroin dependence,heroin dependence,EFO:0004240
Heroin Dependence,heroin dependence,EFO:0004240
obsessive-compulsive disorder,obsessive-compulsive disorder,EFO:0004242
obsessive-compulsive disorder,obsessive-compulsive disorder,EFO:0004242
Obsessive Compulsive Disorder,obsessive-compulsive disorder,EFO:0004242
carcinoid tumor,carcinoid tumor,EFO:0004243
Carcinoid tumor,carcinoid tumor,EFO:0004243
carcinoid tumor,carcinoid tumor,EFO:0004243
Carcinoid Tumor,carcinoid tumor,EFO:0004243
interstitial lung disease,interstitial lung disease,EFO:0004244
interstitial lung disease,interstitial lung disease,EFO:0004244
Interstitial Lung Disease,interstitial lung disease,EFO:0004244
Kawasaki disease,mucocutaneous lymph node syndrome,EFO:0004246
mucocutaneous lymph node syndrome,mucocutaneous lymph node syndrome,EFO:0004246
Kawasaki Disease,mucocutaneous lymph node syndrome,EFO:0004246
mood disorder,mood disorder,EFO:0004247
mood disorder,mood disorder,EFO:0004247
Mood Disorder,mood disorder,EFO:0004247
male infertility,male infertility,EFO:0004248
male infertility,male infertility,EFO:0004248
meningococcal infection,meningococcal infection,EFO:0004249
myeloproliferative neoplasm,myeloproliferative disorder,EFO:0004251
chronic myeloproliferative disorder,myeloproliferative disorder,EFO:0004251
myeloproliferative disorder,myeloproliferative disorder,EFO:0004251
Myeloproliferative Neoplasm,myeloproliferative disorder,EFO:0004251
nasopharyngeal neoplasm,nasopharyngeal neoplasm,EFO:0004252
nasopharyngeal neoplasm,nasopharyngeal neoplasm,EFO:0004252
Nasopharyngeal Neoplasm,nasopharyngeal neoplasm,EFO:0004252
nephrolithiasis,nephrolithiasis,EFO:0004253
obsolete_kidney stone,nephrolithiasis,EFO:0004253
nephrolithiasis,nephrolithiasis,EFO:0004253
Nephrolithiasis,nephrolithiasis,EFO:0004253
membranous glomerulonephritis,membranous glomerulonephritis,EFO:0004254
membranous glomerulonephritis,membranous glomerulonephritis,EFO:0004254
Membranous Glomerulonephritis,membranous glomerulonephritis,EFO:0004254
nephrotic syndrome,nephrotic syndrome,EFO:0004255
nephrotic syndrome,nephrotic syndrome,EFO:0004255
Nephrotic Syndrome,nephrotic syndrome,EFO:0004255
neuromyelitis optica,neuromyelitis optica,EFO:0004256
neuromyelitis optica,neuromyelitis optica,EFO:0004256
Neuromyelitis Optica,neuromyelitis optica,EFO:0004256
neurotic disorder,neurotic disorder,EFO:0004257
neurotic disorder,neurotic disorder,EFO:0004257
Neurosis,neurotic disorder,EFO:0004257
Neurotic Depression,neurotic disorder,EFO:0004257
ischemic bone disease,osteonecrosis,EFO:0004259
osteonecrosis,osteonecrosis,EFO:0004259
osteonecrosis,osteonecrosis,EFO:0004259
Bone Necrosis,osteonecrosis,EFO:0004259
Aseptic Necrosis of Bone,osteonecrosis,EFO:0004259
bone disease,bone disease,EFO:0004260
bone disorder,bone disease,EFO:0004260
Paget's disease of bone,osteitis deformans,EFO:0004261
bone Paget disease,osteitis deformans,EFO:0004261
Bone Paget Disease,osteitis deformans,EFO:0004261
panic disorder,panic disorder,EFO:0004262
panic disorder,panic disorder,EFO:0004262
Panic Disorder,panic disorder,EFO:0004262
focal epilepsy,partial epilepsy,EFO:0004263
focal epilepsy,partial epilepsy,EFO:0004263
Partial Epilepsy,partial epilepsy,EFO:0004263
vascular disease,vascular disease,EFO:0004264
vascular disorder,vascular disease,EFO:0004264
Vascular Disorder,vascular disease,EFO:0004264
peripheral artery disease,peripheral arterial disease,EFO:0004265
peripheral arterial disease,peripheral arterial disease,EFO:0004265
Peripheral Artery Disease,peripheral arterial disease,EFO:0004265
primary ovarian insufficiency,primary ovarian insufficiency,EFO:0004266
primary ovarian failure,primary ovarian insufficiency,EFO:0004266
Primary Ovarian Failure,primary ovarian insufficiency,EFO:0004266
sclerosing cholangitis,sclerosing cholangitis,EFO:0004268
Cholangite sclérosante,sclerosing cholangitis,EFO:0004268
sclerosing cholangitis,sclerosing cholangitis,EFO:0004268
Primary Sclerosing Cholangitis,sclerosing cholangitis,EFO:0004268
restless legs syndrome,restless legs syndrome,EFO:0004270
restless legs syndrome,restless legs syndrome,EFO:0004270
Restless Leg Syndrome,restless legs syndrome,EFO:0004270
anemia,anemia (phenotype),EFO:0004272
Anemi,anemia (phenotype),EFO:0004272
scoliosis,scoliosis,EFO:0004273
