query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
424,gastro-oesophageal reflux (gord) / gastric reflux,EFO:0003948,gastroesophageal reflux disease,424,1
425,gastric/stomach ulcers,HP:0004398,peptic ulcer,425,1
426,gastritis/gastric erosions,EFO:0000217,gastritis,426,1
427,irritable bowel syndrome,EFO:0000555,irritable bowel syndrome,427,1
428,hepatitis,HP:0012115,hepatitis,428,1
429,infective/viral hepatitis,EFO:0004196,viral human hepatitis infection,429,1
430,liver failure/cirrhosis,EFO:0001422,cirrhosis of liver,430,1
431,gall bladder disease,EFO:0003832,gallbladder disease,431,1
432,cholecystitis,HP:0001082,cholecystitis,432,1
433,pancreatitis,EFO:0000278,pancreatitis,433,1
434,peritonitis,EFO:0008588,peritonitis,434,1
435,gastrointestinal bleeding,HP:0002239,gastrointestinal hemorrhage,435,1
436,renal/kidney failure,EFO:1002048,kidney failure,436,1
437,urinary tract infection/kidney infection,EFO:0003103,urinary tract infection,437,1
438,ureteric obstruction/hydronephrosis,EFO:0005562,hydronephrosis,438,1
439,urinary frequency / incontinence,EFO:0006865,urgency urinary incontinence,439,1
440,diabetes,EFO:0000400,diabetes,440,1
441,gestational diabetes,EFO:0004593,gestational diabetes,441,1
442,type 1 diabetes,EFO:0001359,type i diabetes mellitus,442,1
443,type 2 diabetes,EFO:0001360,type ii diabetes mellitus,443,1
444,parathyroid hyperplasia/adenoma,EFO:1000457,parathyroid hyperplasia,444,1
445,pituitary adenoma/tumour,EFO:1000478,pituitary gland adenoma,445,1
446,encephalitis,EFO:0001423,encephalomyelitis,446,1
447,bell's palsy/facial nerve palsy,EFO:0007167,Bell's palsy,447,1
448,peripheral neuropathy,EFO:0003100,peripheral neuropathy,448,1
449,acute infective polyneuritis/guillain-barre syndrome,EFO:0007292,Guillain-Barre syndrome,449,1
450,multiple sclerosis,EFO:0003885,multiple sclerosis,450,1
451,parkinsons disease,EFO:0002508,Parkinson's disease,451,1
452,epilepsy,EFO:0000474,epilepsy,452,1
453,migraine,EFO:0003821,migraine disorder,453,1
454,spinal injury,EFO:1001919,spinal cord injury,454,1
455,eye infection,EFO:1001888,eye infection,455,1
456,retinal problem,EFO:0003839,retinopathy,456,1
457,glaucoma,EFO:0000516,glaucoma,457,1
458,cataract,EFO:0001059,cataract,458,1
459,retinal detachment,EFO:0005773,retinal detachment,459,1
460,schizophrenia,EFO:0000692,schizophrenia,460,1
461,deliberate self-harm/suicide attempt,EFO:0004321,attempted suicide,461,1
462,mania/bipolar disorder/manic depression,EFO:0000289,bipolar disorder,462,1
463,bone disorder,EFO:0004260,bone disease,463,1
464,joint disorder,EFO:1000999,joint disease,464,1
465,osteomyelitis,EFO:0003102,osteomyelitis,465,1
466,osteoporosis,EFO:0003882,osteoporosis,466,1
467,ankylosing spondylitis,EFO:0003898,ankylosing spondylitis,467,1
468,low platelets/platelet disorder,HP:0001873,thrombocytopenia,468,1
469,iron deficiency anaemia,HP:0001891,iron deficiency anemia,469,1
470,pernicious anaemia,EFO:0005576,pernicious anemia,470,1
471,thalassaemia,EFO:1001996,thalassemia,471,1
472,ovarian cyst or cysts,HP:0000138,ovarian cyst,472,1
473,polycystic ovaries/polycystic ovarian syndrome,EFO:0000660,polycystic ovary syndrome,473,1
474,uterine fibroids,EFO:0000731,uterine fibroid,474,1
475,vaginal prolapse/uterine prolapse,EFO:1001864,uterine prolapse,475,1
476,fibrocystic disease,EFO:0003014,breast fibrocystic disease,476,1
477,breast cysts,EFO:1000848,breast cyst,477,1
478,vasculitis,EFO:0006803,vasculitis,478,1
479,connective tissue disorder,EFO:1001986,connective tissue disease,479,1
480,giant cell/temporal arteritis,EFO:1001209,temporal arteritis,480,1
481,polymyalgia rheumatica,EFO:0008518,polymyalgia rheumatica,481,1
482,wegners granulmatosis,EFO:0005297,granulomatosis with polyangiitis,482,1
483,systemic lupus erythematosis/sle,EFO:0002690,systemic lupus erythematosus,483,1
484,sjogren's syndrome/sicca syndrome,EFO:0000699,Sjogren syndrome,484,1
485,allergy or anaphylactic reaction to food,EFO:1001890,food allergy,485,1
486,pneumonia,EFO:0003106,pneumonia,486,1
487,peptic ulcer,HP:0004398,peptic ulcer,487,1
488,endometriosis,EFO:0001065,endometriosis,488,1
489,female infertility,EFO:0008560,female infertility,489,1
490,alcohol dependency,EFO:0003829,alcohol dependence,490,1
491,nasal polyps,EFO:1000391,nasal cavity polyp,491,1
492,otosclerosis,EFO:0004213,otosclerosis,492,1
493,meniere's disease,EFO:0006862,Meniere disease,493,1
494,cerebral aneurysm,EFO:0003870,brain aneurysm,494,1
495,myocarditis,EFO:0009609,myocarditis,495,1
496,polycystic kidney,EFO:0008620,polycystic kidney disease,496,1
497,thyroiditis,EFO:1000627,thyroid disease,497,1
498,hypopituitarism,EFO:0001380,hypopituitarism,498,1
499,cerebral palsy,EFO:1000632,cerebral palsy,499,1
500,optic neuritis,EFO:0007405,optic neuritis,500,1
501,headaches (not migraine),HP:0002315,headache,501,1
502,myasthenia gravis,EFO:0004991,myasthenia gravis,502,1
503,polycythaemia vera,EFO:0002429,polycythemia vera,503,1
504,tuberculosis (tb),Orphanet:3389,tuberculosis,504,1
505,malaria,EFO:0001068,malaria,505,1
506,helicobacter pylori,NCBITaxon:210,Helicobacter pylori,506,1
507,anaemia,EFO:0004272,anemia,507,1
508,eczema/dermatitis,HP:0000964,eczema,508,1
509,psoriasis,EFO:0000676,psoriasis,509,1
510,chronic skin ulcers,EFO:0007066,chronic ulcer of skin,510,1
511,malabsorption/coeliac disease,EFO:0001060,celiac disease,511,1
512,duodenal ulcer,EFO:0004607,duodenal ulcer,512,1
513,diverticular disease/diverticulitis,EFO:1001460,diverticulitis,513,1
514,colitis/not crohns or ulcerative colitis,EFO:0003872,colitis,514,1
515,rectal or colon adenoma/polyps,EFO:1000633,adenomatous colon polyp,515,1
516,inflammatory bowel disease,EFO:0003767,inflammatory bowel disease,516,1
517,crohns disease,EFO:0000384,Crohn's disease,517,1
518,ulcerative colitis,EFO:0000729,ulcerative colitis,518,1
519,rheumatoid arthritis,EFO:0000685,rheumatoid arthritis,519,1
520,osteoarthritis,EFO:0002506,osteoarthritis,520,1
521,gout,EFO:0004274,gout,521,1
522,post-traumatic stress disorder,EFO:0001358,post-traumatic stress disorder,522,1
523,atrial fibrillation,EFO:0000275,atrial fibrillation,523,1
524,high cholesterol,HP:0003124,hypercholesterolemia,524,1
525,hiatus hernia,HP:0002036,hiatus hernia,525,1
526,sciatica,HP:0011868,sciatica,526,1
527,psoriatic arthropathy,EFO:0003778,psoriatic arthritis,527,1
528,rheumatic fever,EFO:1001160,rheumatic fever,528,1
529,chronic fatigue syndrome,EFO:0004540,chronic fatigue syndrome,529,1
530,irregular heart beat,EFO:0004269,cardiac arrhythmia,530,1
531,brain haemorrhage,EFO:0000551,intracranial hemorrhage,531,1
532,varicose veins,HP:0002619,varicose veins,532,1
533,lymphoedema,Orphanet:79383,lymphedema,533,1
534,pneumothorax,HP:0002107,pneumothorax,534,1
535,labyrinthitis,EFO:0009604,labyrinthitis,535,1
536,vertigo,HP:0002321,vertigo,536,1
537,pyloric stenosis,EFO:0009626,pyloric stenosis,537,1
538,appendicitis,EFO:0007149,appendicitis,538,1
539,anal fissure,HP:0012390,anal fissure,539,1
540,haemorrhoids / piles,EFO:0009552,hemorrhoid,540,1
541,jaundice (unknown cause),HP:0000952,jaundice,541,1
542,dyspepsia / indigestion,EFO:0008533,dyspepsia,542,1
543,abdominal hernia,HP:0004299,hernia of the abdominal wall,543,1
544,umbilical hernia,HP:0001537,umbilical hernia,544,1
545,inguinal hernia,HP:0000023,inguinal hernia,545,1
546,cystitis,EFO:1000025,cystitis,546,1
547,bph / benign prostatic hypertrophy,EFO:0000284,benign prostatis hypertrophy,547,1
548,prostatitis,EFO:0003830,prostatitis,548,1
549,erectile dysfunction / impotence,EFO:0004234,erectile dysfunction,549,1
550,grave's disease,EFO:0004237,Graves disease,550,1
551,trigemminal neuralgia,EFO:1001219,trigeminal neuralgia,551,1
552,benign / essential tremor,EFO:0003108,essential tremor,552,1
553,polio / poliomyelitis,EFO:0007450,poliomyelitis,553,1
554,dry eyes,EFO:1000906,dry eye syndrome,554,1
555,iritis,EFO:1000997,iritis,555,1
556,post-natal depression,EFO:0007453,postpartum depression,556,1
557,disc degeneration,EFO:0004994,lumbar disc degeneration,557,1
558,back pain,HP:0003418,back pain,558,1
559,scoliosis,EFO:0004273,scoliosis,559,1
560,spinal stenosis,EFO:0007490,spinal stenosis,560,1
561,joint pain,HP:0002829,arthralgia,561,1
562,arthritis (nos),EFO:0005856,arthritis,562,1
563,plantar fascitis,EFO:1001909,plantar fasciitis,563,1
564,carpal tunnel syndrome,EFO:0004143,carpal tunnel syndrome,564,1
565,fibromyalgia,EFO:0005687,fibromyalgia,565,1
566,dupuytren's contracture,EFO:0004229,Dupuytren contracture,566,1
567,acne/acne vulgaris,EFO:0003894,acne,567,1
568,lichen planus,EFO:1000726,lichen planus,568,1
569,cervical intra-epithelial neoplasia (cin) / precancerous cells cervix,EFO:1000910,dysplasia of cervix,569,1
570,menorrhagia (unknown cause),HP:0000132,menorrhagia,570,1
571,ectopic pregnancy,HP:0031456,ectopic pregnancy,571,1
572,breast fibroadenoma,EFO:1000254,Fibroadenoma,572,1
573,raynaud's phenomenon/disease,EFO:1001145,Raynaud disease,573,1
574,food intolerance,EFO:1001890,food allergy,574,1
575,urticaria,EFO:0005531,urticaria,575,1
576,measles / morbillivirus,EFO:1002025,measles,576,1
577,mumps / epidemic parotitis,EFO:0007383,mumps infectious disease,577,1
578,rubella / german measles,EFO:1002026,rubella,578,1
579,chickenpox,EFO:0007204,chickenpox,579,1
580,whooping cough / pertussis,EFO:0000650,whooping cough,580,1
581,shingles,EFO:0006510,Herpes Zoster,581,1
582,herpes simplex,EFO:1002022,herpes simplex infection,582,1
583,hepatitis a,EFO:0007305,hepatitis a,583,1
584,hepatitis b,EFO:0004197,hepatitis b infection,584,1
585,hepatitis c,EFO:0003047,hepatitis c infection,585,1
586,aortic regurgitation / incompetence,EFO:0007148,aortic valve insufficiency,586,1
587,hypertrophic cardiomyopathy (hcm / hocm),EFO:0000538,hypertrophic cardiomyopathy,587,1
588,pericarditis,EFO:0007427,pericarditis,588,1
589,tinnitus / tiniitis,HP:0000360,tinnitus,589,1
590,tonsiltis,HP:0011110,tonsillitis,590,1
591,constipation,HP:0002019,constipation,591,1
592,rectal prolapse,HP:0002035,rectal prolapse,592,1
593,femoral hernia,EFO:1001791,femoral hernia,593,1
594,incisional hernia,HP:0004872,incisional hernia,594,1
595,nephritis,EFO:1002050,nephritis,595,1
596,thyroid goitre,EFO:0004283,goiter,596,1
597,blepharitis / eyelid infection,EFO:0009536,blepharitis,597,1
598,obsessive compulsive disorder (ocd),EFO:0004242,obsessive-compulsive disorder,598,1
599,insomnia,EFO:0004698,insomnia,599,1
600,osteopenia,HP:0000938,osteopenia,600,1
601,bursitis,EFO:1000941,frozen shoulder,601,1
602,tennis elbow / lateral epicondylitis,EFO:1001896,lateral epicondylitis,602,1
603,cellulitis,EFO:0003035,cellulitis,603,1
604,fracture skull / head,EFO:1001425,skull fractures,604,1
605,fracture radius,EFO:0003957,radius fracture,605,1
606,fracture ulna,EFO:0003950,ulna fracture,606,1
607,fracture tibia,EFO:0003944,tibia fracture,607,1
608,septicaemia / sepsis,HP:0100806,sepsis,608,1
609,meningioma / benign meningeal tumour,Orphanet:2495,meningioma,609,1
610,rosacea,EFO:1000760,rosacea,610,1
611,vitiligo,EFO:0004208,vitiligo,611,1
612,cervical erosion,EFO:1000862,cervix erosion,612,1
613,dysmenorrhoea / dysmenorrhea,HP:0100607,dysmenorrhea,613,1
614,menopausal symptoms / menopause,EFO:0003922,menopause,614,1
615,alopecia / hair loss,Orphanet:79364,alopecia,615,1
616,scarlet fever / scarlatina,EFO:0007477,scarlet fever,616,1
617,undescended testicle,EFO:0004562,cryptorchidism,617,1
618,Hearing difficulty/problems: Yes,EFO:0004238,hearing loss,618,1
619,Overall health rating,EFO:0004778,self rated health,619,1
620,General pain for 3+ months,HP:0012532,Chronic pain,620,1
621,Number of spontaneous miscarriages,EFO:1001255,spontaneous abortion,621,1
622,Pulse wave reflection index,EFO:0009804,reflection wave amplitude,622,1
623,Cough on most days,HP:0012735,cough,623,1
624,Years of cough on most days,HP:0012735,cough,624,1
625,head injury,EFO:0009505,head injury,625,1
626,gynaecological disorder (not cancer),EFO:0009549,female reproductive system disease,626,1
627,peripheral nerve injury,EFO:0009510,peripheral nerve injury,627,1
628,fracture jaw,EFO:0009612,jaw fracture,628,1
629,fracture nose,EFO:0009623,nose injury,629,1
630,fracture clavicle / collar bone,EFO:0009614,clavicle facture,630,1
631,fracture shoulder / scapula,EFO:0009621,shoulder fracture,631,1
632,fracture forearm / wrist,EFO:0009515,wrist fracture,632,1
633,fracture wrist / colles fracture,EFO:0009515,wrist fracture,633,1
634,fracture hand,NCIT:C27161,hand fracture,634,1
635,fracture finger,EFO:0009616,finger fracture,635,1
636,fracture rib,EFO:0009620,rib fracture,636,1
637,fracture pelvis,EFO:0009622,facture of pelvis,637,1
638,fracture patella / knee,EFO:0009617,knee fracture,638,1
639,fracture fibula,EFO:0009613,fibula fracture,639,1
640,fracture foot,EFO:0009618,foot fracture,640,1
641,Hand grip strength (left),EFO:0006941,grip strength measurement,641,1
642,Hand grip strength (right),EFO:0006941,grip strength measurement,642,1
643,"Heel bone mineral density (BMD) T-score, automated",EFO:0009270,heel bone mineral density,643,1
644,Age completed full time education,EFO:0004784,self reported educational attainment,644,1
645,Worrier / anxious feelings,EFO:0005230,anxiety,645,1
646,Diabetes diagnosed by doctor,EFO:0000400,diabetes mellitus,646,1
647,Cancer diagnosed by doctor,EFO:0000311,cancer,647,1
648,Fractured/broken bones in last 5 years,EFO:0003931,bone fracture,648,1
649,Ever used hormone-replacement therapy (HRT),EFO:0003961,hormone replacement therapy,649,1
650,Longest period of depression,EFO:0007704,depressive episode measurement,650,1
651,Number of depression episodes,EFO:0007704,depressive episode measurement,651,1
652,Creatinine (enzymatic) in urine,EFO:0007934,creatine clearance measurement,652,1
653,cin/pre-cancer cells cervix,EFO:1000910,dysplasia of cervix,653,1
654,heart valve problem/heart murmur,EFO:0009551,heart valve disease,654,1
655,pericardial problem,EFO:0007427,pericarditis,655,1
656,other respiratory problems,EFO:0000684,respiratory system disease,656,1
657,oesophageal disorder,EFO:0009544,esophageal disease,657,1
658,stomach disorder,EFO:0009608,stomach disease,658,1
659,parathyroid gland problem (not cancer),EFO:0005754,parathyroid disease,659,1
660,chronic/degenerative neurological problem,EFO:0005772,neurodegenerative disease,660,1
661,muscle/soft tissue problem,EFO:0009470,soft tissue disease,661,1
662,other renal/kidney problem,EFO:0003086,kidney disease,662,1
663,other joint disorder,EFO:1000999,joint disease,663,1
664,diabetic neuropathy/ulcers,EFO:1000783,diabetic neuropathy,664,1
665,cervical spondylosis,EFO:0009610,"spondylosis, cervical",665,1
666,svt / supraventricular tachycardia,HP:0004755,supraventricular tachycardia,666,1
667,anal problem,HP:0004378,abnormality of the anus,667,1
668,macular degeneration,EFO:0009606,macular degeneration,668,1
669,bowel / intestinal obstruction,HP:0004796,gastrointestinal obstruction,669,1
670,benign neuroma,EFO:0009619,neuroma,670,1
671,Hearing difficulty/problems: I am completely deaf,EFO:0001063,deafness,671,1
672,Which eye(s) are affected by cataract: Right eye,EFO:0001059,cataract,672,1
673,Which eye(s) are affected by cataract: Left eye,EFO:0001059,cataract,673,1
674,Number of self-reported cancers,EFO:0009800,cancer,674,1
675,Number of self-reported non-cancer illnesses,EFO:0009801,disease,675,1
676,"Number of operations, self-reported",EFO:0009802,medical prodecure,676,1
677,Number of treatments/medications taken,EFO:0009803,treatment,677,1
678,Nap during day,EFO:0009818,Need to sleep during day,678,1
679,Comparative body size at age 10,EFO:0009819,body height,679,1
680,Father's age at death,EFO:0009712,age at death,680,1
681,Suffer from 'nerves',NCIT:C74532,nervousness,681,1
682,"Seen doctor (GP) for nerves, anxiety, tension or depression",EFO:0009820,mental or behavioural disorder,682,1
683,"Seen a psychiatrist for nerves, anxiety, tension or depression",EFO:0009821,mental or behavioural disorder,683,1
684,Relative age of first facial hair,EFO:0009716,puberty onset measurement,684,1
685,Number of children fathered,EFO:0009814,number of children ever born measurement,685,1
686,Age at first live birth,EFO:0009101,age at first birth measurement,686,1
687,Bilateral oophorectomy (both ovaries removed),EFO:0009717,bilateral oophorectomy,687,1
688,Peak expiratory flow (PEF),EFO:0009718,peak expiratory flow,688,1
689,Pace-maker,EFO:0009719,cardiac pacemaker,689,1
690,Mother's age at death,EFO:0009721,age at death,690,1
691,Age of primiparous women at birth of child,EFO:0009101,age at first birth measurement,691,1
692,Work/job satisfaction,EFO:0009723,job satisfaction,692,1
693,Health satisfaction,EFO:0009724,satisfaction,693,1
694,Friendships satisfaction,EFO:0009725,satisfaction,694,1
695,Financial situation satisfaction,EFO:0009726,satisfied with current financial situation,695,1
696,Ever manic/hyper for 2 days,EFO:0007705,manic episode measurement,696,1
697,Ever highly irritable/argumentative for 2 days,EFO:0009594,irritability measurement,697,1
698,Cochlear implant,EFO:0009728,cochlear implants,698,1
699,Able to walk or cycle unaided for 10 minutes,EFO:0009822,physical activity,699,1
700,Target heart rate achieved,EFO:0009823,heart rate,700,1
701,Sitting height,EFO:0007118,sitting height ratio,701,1
702,Cascot confidence score,EFO:0009815,quantitative confidence value,702,1
703,Whole body water mass,EFO:0009805,body weight,703,1
704,Reported occurrences of cancer,EFO:0000311,cancer,704,1
705,oesophageal stricture,HP:0002043,esophageal stricture,705,1
706,bladder problem (not cancer),EFO:1000018,bladder disease,706,1
707,prostate problem (not cancer),EFO:0009602,prostate disease,707,1
708,testicular problems (not cancer),EFO:0009601,testicular disease,708,1
709,thyroid problem (not cancer),EFO:1000627,thyroid disease,709,1
710,thyroid radioablation therapy,EFO:0009600,thyroid radioablation therapy,710,1
711,adrenocortical insufficiency/addison's disease,EFO:0009491,adrenocortical insufficiency,711,1
712,neurological injury/trauma,EFO:0009490,nervous system injury,712,1
713,cranial nerve problem/palsy,EFO:0009489,cranial nerve palsy,713,1
714,spinal cord disorder,EFO:0009488,spinal cord disease,714,1
715,peripheral nerve disorder,EFO:0009387,peripheral nervous system disease,715,1
716,trapped nerve/compressed nerve,EFO:0009487,nerve compression syndrome,716,1
717,diabetic eye disease,EFO:0009486,diabetic eye disease,717,1
718,eye trauma,EFO:0009485,eye injury,718,1
719,back problem,HP:0003418,back pain,719,1
720,uterine polyps,EFO:0009484,uterine polyp,720,1
721,allergy or anaphylactic reaction to drug,EFO:0009482,drug allergy,721,1
722,enlarged prostate,EFO:0000284,benign prostatic hyperplasia,722,1
723,burns,EFO:0009516,burn,723,1
724,nasal/sinus disorder,EFO:0009481,paranasal sinus disease,724,1
725,throat or larynx disorder,EFO:0009479,throat disease,725,1
726,vocal cord polyp,EFO:0009478,vocal cord polyp,726,1
727,other neurological problem,EFO:0000618,nervous system disease,727,1
728,clotting disorder/excessive bleeding,EFO:0009314,blood coagulation disease,728,1
729,disc problem,EFO:0009477,vertebral joint disease,729,1
730,cervical polyps,EFO:0009475,cervical polyp,730,1
731,abnormal smear (cervix),EFO:0009511,abnormal PAP smear,731,1
732,benign breast lump,EFO:0003014,breast fibrocystic disease,732,1
733,Perineal_laceration_during_delivery,EFO:0009816,first degree perineal laceration,733,1
734,Intrauterine_hypoxia,EFO:1001793,hypoxia,734,1
735,Abnormal_serum_enzyme_levels,EFO:0009826,liver enzyme measurement,735,1
736,Injury_of_other_intrathoracic_organs,EFO:0009887,injury,736,1
737,Other_fluke_infections,EFO:1001342,infectious disease,737,1
738,Hereditary_ataxia,EFO:0009671,hereditary ataxia,738,1
739,Mycetoma,EFO:0007265,eumycotic mycetoma,739,1
740,Viral_warts,EFO:0009662,warts,740,1
741,Convalescence,EFO:0009630,caonvalescence,741,1
742,Other_disorders_of_nervous_system,EFO:0000618,nervous system disease,742,1
743,Hypertensive_renal_disease,EFO:1002039,renal hypertension,743,1
744,Headache,HP:0002315,Headache,744,1
745,Fever of unknown origin,EFO:0003952,fever of unknown origin,745,1
746,Dysphagia,HP:0002015,Dysphagia,746,1
747,Cough,HP:0012735,Cough,747,1
748,Other arthritis,EFO:0005856,arthritis,748,1
749,Systemic lupus erythematosus,EFO:0002690,systemic lupus erythematosus,749,1
750,Systemic sclerosis,EFO:0000717,systemic scleroderma,750,1
751,Psoriasis,EFO:0000676,psoriasis,751,1
752,Other disorders of pigmentation,EFO:1000755,pigmentation disease,752,1
753,"Ulcer of lower limb, not elsewhere classified",EFO:0007068,ulcer of lower limb,753,1
754,Dyspepsia,EFO:0008533,dyspepsia,754,1
755,Inguinal hernia,HP:0000023,inguinal hernia,755,1
756,"Bacterial pneumonia, not elsewhere classified",EFO:1001272,bacterial pneumonia,756,1
757,"Pneumonia, organism unspecified",EFO:0003106,pneumonia,757,1
758,Nasal polyp,EFO:1000391,nasal cavity polyp,758,1
759,Peritonsillar abscess,EFO:0007429,peritonsillar abscess,759,1
760,Emphysema,EFO:0000464,emphysema,760,1
761,Other chronic obstructive pulmonary disease,EFO:0000341,chronic obstructive pulmonary disease,761,1
762,Asthma,EFO:0000270,asthma,762,1
763,Bronchiectasis,HP:0002110,Bronchiectasis,763,1
764,Other interstitial pulmonary diseases,EFO:0004244,interstitial lung disease,764,1
765,Other respiratory disorders,EFO:0000684,respiratory system disease,765,1
766,Bipolar affective disorder,EFO:0000289,bipolar disorder,766,1
767,"Sexual dysfunction, not caused by organic disorder or disease",EFO:0004714,sexual dysfunction,767,1
768,Other hypothyroidism,EFO:0004705,hypothyroidism,768,1
769,Melanoma in situ,EFO:0004957,Clark level I melanoma,769,1
770,Benign neoplasm of ovary,EFO:1000116,benign ovarian neoplasm,770,1
771,Benign neoplasm of thyroid gland,EFO:1000122,benign thyroid gland neoplasm,771,1
772,Polycythaemia vera,EFO:0002429,Polycythaemia vera,772,1
773,Myelodysplastic syndromes,EFO:0000198,myelodysplastic syndrome,773,1
774,Malignant neoplasm of colon,EFO:1001950,colon carcinoma,774,1
775,Malignant neoplasm of larynx,EFO:1000354,Malignant Laryngeal Neoplasm,775,1
776,Mesothelioma,EFO:0000588,mesothelioma,776,1
777,Hodgkin's disease,EFO:0000183,Hodgkins lymphoma,777,1
778,Lymphoid leukaemia,EFO:0004289,lymphoid leukemia,778,1
779,Myeloid leukaemia,EFO:0000222,acute myeloid leukemia,779,1
780,Other disorders of bladder,EFO:1000018,bladder disease,780,1
781,Other inflammation of vagina and vulva,EFO:0005757,vaginal inflammation,781,1
782,Other rheumatoid arthritis,EFO:0000685,rheumatoid arthritis,782,1
783,"Other joint disorders, not elsewhere classified",EFO:1000999,joint disease,783,1
784,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",EFO:0000701,skin disease,784,1
785,Other aneurysm,EFO:0009659,aneurysm,785,1
786,Other hearing loss,EFO:0004238,hearing loss,786,1
787,Acute and transient psychotic disorders,EFO:0005940,General psycotic symptoms term,787,1
788,Other anxiety disorders,EFO:0006788,General anxiety disorder,788,1
789,Other disorders of thyroid,EFO:1000627,General throid disorder term,789,1
790,Neoplasm of uncertain or unknown behaviour of female genital organs,EFO:1001331,"Genital neoplasm, female",790,1
791,Neoplasm of uncertain or unknown behaviour of endocrine glands,EFO:0003769,endocrine neoplasm,791,1
792,Malignant neoplasm of tonsil,EFO:1001214,tonsil cancer,792,1
793,Malignant neoplasm of rectum,EFO:1000657,rectum cancer,793,1
794,Malignant melanoma of skin,EFO:0000389,cutaneous melanoma,794,1
795,Other septicaemia,HP:0100806,sepsis,795,1
796,Family history of malignant neoplasm,EFO:0009640,"There is only family history of breast or lung cancer, could use a parent term like family history of cancer?",796,1
797,Abnormal findings on diagnostic imaging of other body structures,EFO:0009827,abnormal finding,797,1
798,Symptoms and signs concerning food and fluid intake,EFO:0009825,sign or symptom,798,1
799,Pregnancy examination and test,EFO:0009643,pregnancy test,799,1
800,"Adverse effects, not elsewhere classified",EFO:0009658,No general adverse effects term,800,1
801,Injury of unspecified body region,EFO:0000546,injury,801,1
802,"Dislocation, sprain and strain of joints and ligaments at neck level",EFO:0009476,neck injury,802,1
803,Other general symptoms and signs,EFO:0003765,sign or symptom,803,1
804,"Oedema, not elsewhere classified",EFO:0009373,edema,804,1
805,Syncope and collapse,HP:0001279,syncope,805,1
806,Malaise and fatigue,HP:0012378 | EFO:0009641,fatigue||malaise,806,1
807,Voice disturbances,EFO:0009692,voice disturbance,807,1
808,Other symptoms and signs involving the urinary system,HP:0000079,abnormality of the urinary system,808,1
809,Other skin changes,HP:0000951,abnormality of the skin,809,1
810,Flatulence and related conditions,EFO:0009669,flatulence,810,1
811,Ectopic pregnancy,HP:0031456,ectopic pregnancy,811,1
812,Other disorders of amniotic fluid and membranes,HP:0001560,abnormality of the amniotic fluid,812,1
813,"Antepartum haemorrhage, not elsewhere classified",HP:0025328,antepartum hemorrhage,813,1
814,False labour,EFO:0009639,Braxton-Hicks contraction,814,1
815,Prolonged pregnancy,EFO:0009681,post term pregnancy,815,1
816,Single spontaneous delivery,EFO:0009638,spontaneous labor and birth,816,1
817,"Complications of the puerperium, not elsewhere classified",EFO:0009683,puerperal disorder,817,1
818,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",EFO:0009682,pregnancy disorder,818,1
819,Calculus of lower urinary tract,EFO:1001228,ureterolithiasis,819,1
820,"Neuromuscular dysfunction of bladder, not elsewhere classified",HP:0000011,neurogenic bladder,820,1
821,Other disorders of urethra,EFO:0009689,urethral disease,821,1
822,Other disorders of urinary system,EFO:0009690,urinary system disease,822,1
823,Hyperplasia of prostate,EFO:0000284,benign prostatic hyperplasia,823,1
824,Other disorders of prostate,EFO:0009602,prostate disease,824,1
825,Other disorders of breast,EFO:0009483,breast disease,825,1
826,Erosion and ectropion of cervix uteri,EFO:1000862,cervix erosion,826,1
827,Other abnormal uterine and vaginal bleeding,HP:0100608,metrorrhagia,827,1
828,Other arthrosis,EFO:0002506,osteoarthritis,828,1
829,Other acquired deformities of limbs,Orphanet:294944,congenital deformities of limbs,829,1
830,Disorders of patella,EFO:0009665,abnormality of the patella,830,1
831,Other disorders of muscle,EFO:0002970,muscular disease,831,1
832,Other disorders of synovium and tendon,EFO:1001435,tenosynovitis,832,1
833,Other enthesopathies,EFO:0009666,enthesopathy,833,1
834,"Other soft tissue disorders, not elsewhere classified",EFO:0009470,soft tissue disease,834,1
835,Other disorders of bone,EFO:0004260,bone disease,835,1
836,Other disorders of cartilage,EFO:0005802,cartilage disease,836,1
837,Other acquired deformities of musculoskeletal system and connective tissue,EFO:0009676 | EFO:1001986,musculoskeletal system disease | connective tissue disease,837,1
838,Other epidermal thickening,HP:0011368,epidermal thickening,838,1
839,Embedded and impacted teeth,HP:0011079,impacted tooth,839,1
840,Other disorders of teeth and supporting structures,EFO:1001216,tooth disease,840,1
841,Stomatitis and related lesions,EFO:0009688,stomatitis,841,1
842,Other diseases of anus and rectum,EFO:0009660 | EFO:0009685,anus disease||rectal disease,842,1
843,Other diseases of pancreas,EFO:0009605,pancreas disease,843,1
844,Other diseases of digestive system,EFO:0000405,digestive system disease,844,1
845,Acute pharyngitis,EFO:0009657,pharyngitis,845,1
846,"Diseases of vocal cords and larynx, not elsewhere classified",EFO:0009673,laryngeal disease,846,1
847,"Bronchitis, not specified as acute or chronic",EFO:0009661,bronchitis,847,1
848,Pyothorax,EFO:0009680,pleural empyema,848,1
849,"Pleural effusion, not elsewhere classified",EFO:0009637,pleural effusion,849,1
850,"Respiratory failure, not elsewhere classified",EFO:0009686,respiratory failure,850,1
