query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
296,MJ,EFO:0007585,Cannabis use,EFO:0002237,Unrelated,,,True,True,
297,MOLM-16,EFO:0006652,MOLM-16,EFO:0006652,Same,EFO:0006652,,True,True,
298,MOLP-2,EFO:0006653,MOLP-2,EFO:0006653,Same,EFO:0006653,,True,True,
299,MOLP-8,EFO:0006654,MOLP-8,EFO:0006654,Same,EFO:0006654,,True,True,
300,MOLT-16,EFO:0002239,MOLT16,EFO:0002239,Same,EFO:0002239,,True,True,
301,MOLT-3,EFO:0005265,MOLT-3,EFO:0005265,Same,EFO:0005265,,True,True,
302,MOLT-4,EFO:0001220,MOLT-4,EFO:0001220,Same,EFO:0001220,,True,True,
303,MONO-MAC-6,EFO:0006287,Mono Mac 6,EFO:0006287,Same,EFO:0006287,,True,True,
304,MUTZ-3,EFO:0005395,MUTZ-3,EFO:0005395,Same,EFO:0005395,,True,True,
305,NALM-1,EFO:0002244,NALM1,EFO:0002244,Same,EFO:0002244,,True,True,
306,NALM-6,EFO:0002245,NALM6,EFO:0002245,Same,EFO:0002245,,True,True,
307,NAMALWA,EFO:0002246,NAMALWA,EFO:0002246,Same,EFO:0002246,,True,True,
308,NB-4,EFO:0002798,NB4,EFO:0002798,Same,EFO:0002798,,True,True,
309,NCI-H1092,EFO:0002249,NCI-H1092,EFO:0002249,Same,EFO:0002249,,True,True,
310,NCI-H1155,EFO:0002250,NCI-H1155,EFO:0002250,Same,EFO:0002250,,True,True,
311,NCI-H1299,EFO:0003043,NCI-H1299,EFO:0003043,Same,EFO:0003043,,True,True,
312,NCI-H1355,EFO:0002251,NCI-H1355,EFO:0002251,Same,EFO:0002251,,True,True,
313,NCI-H1373,EFO:0006657,NCI-H1373,EFO:0006657,Same,EFO:0006657,,True,True,
314,NCI-H1395,EFO:0002252,NCI-H1395,EFO:0002252,Same,EFO:0002252,,True,True,
315,NCI-H1435,EFO:0006658,NCI-H1435,EFO:0006658,Same,EFO:0006658,,True,True,
316,NCI-H1436,EFO:0002253,NCI-H1436,EFO:0002253,Same,EFO:0002253,,True,True,
317,NCI-H1437,EFO:0002254,NCI-H1437,EFO:0002254,Same,EFO:0002254,,True,True,
318,NCI-H146,EFO:0006659,NCI-H146,EFO:0006659,Same,EFO:0006659,,True,True,
319,NCI-H1563,EFO:0002255,NCI-H1563,EFO:0002255,Same,EFO:0002255,,True,True,
320,NCI-H1568,EFO:0006660,NCI-H1568,EFO:0006660,Same,EFO:0006660,,True,True,
321,NCI-H1573,EFO:0002256,NCI-H1573,EFO:0002256,Same,EFO:0002256,,True,True,
322,NCI-H1581,EFO:0002257,NCI-H1581,EFO:0002257,Same,EFO:0002257,,True,True,
323,NCI-H1618,EFO:0002258,NCI-H1618,EFO:0002258,Same,EFO:0002258,,True,True,
324,NCI-H1623,EFO:0002259,NCI-H1623,EFO:0002259,Same,EFO:0002259,,True,True,
325,NCI-H1648,EFO:0003119,NCI-H1648,EFO:0003119,Same,EFO:0003119,,True,True,
326,NCI-H1650,EFO:0002260,NCI-H1650,EFO:0002260,Same,EFO:0002260,,True,True,
327,NCI-H1651,EFO:0002261,NCI-H1651,EFO:0002261,Same,EFO:0002261,,True,True,
328,NCI-H1666,EFO:0002262,NCI-H1666,EFO:0002262,Same,EFO:0002262,,True,True,
329,NCI-H1693,EFO:0006661,NCI-H1693,EFO:0006661,Same,EFO:0006661,,True,True,
330,NCI-H1694,EFO:0002263,NCI-H1694,EFO:0002263,Same,EFO:0002263,,True,True,
331,NCI-H1703,EFO:0002264,NCI-H1703,EFO:0002264,Same,EFO:0002264,,True,True,
332,NCI-H1734,EFO:0006662,NCI-H1734,EFO:0006662,Same,EFO:0006662,,True,True,
333,NCI-H1781,EFO:0006663,NCI-H1781,EFO:0006663,Same,EFO:0006663,,True,True,
334,NCI-H1792,EFO:0002266,NCI-H1792,EFO:0002266,Same,EFO:0002266,,True,True,
335,NCI-H1793,EFO:0002267,NCI-H1793,EFO:0002267,Same,EFO:0002267,,True,True,
336,NCI-H1838,EFO:0002268,NCI-H1838,EFO:0002268,Same,EFO:0002268,,True,True,
337,NCI-H1869,EFO:0006664,NCI-H1869,EFO:0006664,Same,EFO:0006664,,True,True,
338,NCI-H1915,EFO:0006666,NCI-H1915,EFO:0006666,Same,EFO:0006666,,True,True,
339,NCI-H1930,EFO:0002270,NCI-H1930,EFO:0002270,Same,EFO:0002270,,True,True,
340,NCI-H1944,EFO:0006667,NCI-H1944,EFO:0006667,Same,EFO:0006667,,True,True,
341,NCI-H196,EFO:0006668,NCI-H196,EFO:0006668,Same,EFO:0006668,,True,True,
342,NCI-H1975,EFO:0002271,NCI-H1975,EFO:0002271,Same,EFO:0002271,,True,True,
343,NCI-H2009,EFO:0002273,NCI-H2009,EFO:0002273,Same,EFO:0002273,,True,True,
344,NCI-H2023,EFO:0006669,NCI-H2023,EFO:0006669,Same,EFO:0006669,,True,True,
345,NCI-H2030,EFO:0002274,NCI-H2030,EFO:0002274,Same,EFO:0002274,,True,True,
346,NCI-H2052,EFO:0002275,NCI-H2052,EFO:0002275,Same,EFO:0002275,,True,True,
347,NCI-H2073,EFO:0006670,NCI-H2073,EFO:0006670,Same,EFO:0006670,,True,True,
348,NCI-H2081,EFO:0002276,NCI-H2081,EFO:0002276,Same,EFO:0002276,,True,True,
349,NCI-H2087,EFO:0002277,NCI-H2087,EFO:0002277,Same,EFO:0002277,,True,True,
350,NCI-H209,EFO:0006671,NCI-H209,EFO:0006671,Same,EFO:0006671,,True,True,
351,NCI-H2106,EFO:0006672,NCI-H2106,EFO:0006672,Same,EFO:0006672,,True,True,
352,NCIH2107,EFO:0002278,NCI-H2107,EFO:0002278,Same,EFO:0002278,,True,True,
353,NCI-H2110,EFO:0006673,NCI-H2110,EFO:0006673,Same,EFO:0006673,,True,True,
354,NCI-H2122,EFO:0002279,NCI-H2122,EFO:0002279,Same,EFO:0002279,,True,True,
355,NCI-H2126,EFO:0002280,NCI-H2126,EFO:0002280,Same,EFO:0002280,,True,True,
356,NCI-H2170,EFO:0002281,NCI-H2170,EFO:0002281,Same,EFO:0002281,,True,True,
357,NCI-H2171,EFO:0002282,NCI-H2171,EFO:0002282,Same,EFO:0002282,,True,True,
358,NCI-H2172,EFO:0006675,NCI-H2172,EFO:0006675,Same,EFO:0006675,,True,True,
359,NCI-H2196,EFO:0006676,NCI-H2196,EFO:0006676,Same,EFO:0006676,,True,True,
360,NCI-H2228,EFO:0002284,NCI-H2228,EFO:0002284,Same,EFO:0002284,,True,True,
361,NCI-H226,EFO:0002285,NCI-H226,EFO:0002285,Same,EFO:0002285,,True,True,
362,NCI-H2347,EFO:0002287,NCI-H2347,EFO:0002287,Same,EFO:0002287,,True,True,
363,NCI-H23,EFO:0002286,NCI-H23,EFO:0002286,Same,EFO:0002286,,True,True,
364,NCI-H2405,EFO:0002288,NCI-H2405,EFO:0002288,Same,EFO:0002288,,True,True,
365,NCI-H2452,EFO:0006680,NCI-H2452,EFO:0006680,Same,EFO:0006680,,True,True,
366,NCI-H28,EFO:0006686,NCI-H28,EFO:0006686,Same,EFO:0006686,,True,True,
367,NCI-H292,EFO:0006690,NCI-H292,EFO:0006690,Same,EFO:0006690,,True,True,
368,NCI-H322,,,EFO:0006691,Not Applicable,,,,,No prediction and/or no gold codes to compare.
369,NCI-H3255,EFO:0003123,NCI-H3255,EFO:0003123,Same,EFO:0003123,,True,True,
370,NCI-H358,EFO:0002291,NCI-H358,EFO:0002291,Same,EFO:0002291,,True,True,
371,NCI-H441,EFO:0002292,NCI-H441,EFO:0002292,Same,EFO:0002292,,True,True,
372,NCI-H446,EFO:0002293,NCI-H446,EFO:0002293,Same,EFO:0002293,,True,True,
373,NCI-H460,EFO:0003044,NCI-H460,EFO:0003044,Same,EFO:0003044,,True,True,
374,NCI-H508,EFO:0002294,NCI-H508,EFO:0002294,Same,EFO:0002294,,True,True,
375,NCI-H520,EFO:0003124,NCI-H520,EFO:0003124,Same,EFO:0003124,,True,True,
376,NCI-H522,EFO:0002295,NCI-H522,EFO:0002295,Same,EFO:0002295,,True,True,
377,NCI-H524,EFO:0002296,NCI-H524,EFO:0002296,Same,EFO:0002296,,True,True,
378,NCI-H596,EFO:0006694,NCI-H596,EFO:0006694,Same,EFO:0006694,,True,True,
379,NCI-H650,EFO:0002298,NCI-H650,EFO:0002298,Same,EFO:0002298,,True,True,
380,NCI-H661,EFO:0002299,NCI-H661,EFO:0002299,Same,EFO:0002299,,True,True,
381,NCI-H69,EFO:0002300,NCI-H69,EFO:0002300,Same,EFO:0002300,,True,True,
382,NCI-H716,EFO:0002301,NCI-H716,EFO:0002301,Same,EFO:0002301,,True,True,
383,NCI-H727,EFO:0006695,NCI-H727,EFO:0006695,Same,EFO:0006695,,True,True,
384,NCI-H747,EFO:0002303,NCI-H747,EFO:0002303,Same,EFO:0002303,,True,True,
385,NCI-H810,EFO:0002305,NCI-H810,EFO:0002305,Same,EFO:0002305,,True,True,
386,NCI-H82,EFO:0002306,NCI-H82,EFO:0002306,Same,EFO:0002306,,True,True,
387,NCI-H838,EFO:0002307,NCI-H838,EFO:0002307,Same,EFO:0002307,,True,True,
388,NCI-H889,EFO:0006697,NCI-H889,EFO:0006697,Same,EFO:0006697,,True,True,
389,NCI-H929,EFO:0001221,NCI-H929,EFO:0001221,Same,EFO:0001221,,True,True,
390,NCI-N87,EFO:0002841,NCI-N87,EFO:0002841,Same,EFO:0002841,,True,True,
391,NU-DUL-1,EFO:0006700,NU-DUL-1,EFO:0006700,Same,EFO:0006700,,True,True,
392,NUGC-2,EFO:0006701,NUGC-2,EFO:0006701,Same,EFO:0006701,,True,True,
393,NUGC-3,EFO:0006702,NUGC-3,EFO:0006702,Same,EFO:0006702,,True,True,
394,NUGC-4,EFO:0006703,NUGC-4,EFO:0006703,Same,EFO:0006703,,True,True,
395,OAW28,EFO:0006704,OAW28,EFO:0006704,Same,EFO:0006704,,True,True,
396,OAW42,EFO:0006705,OAW42,EFO:0006705,Same,EFO:0006705,,True,True,
397,OCI-AML2,EFO:0006706,OCI-AML2,EFO:0006706,Same,EFO:0006706,,True,True,
398,OCI-AML3,EFO:0006289,OCI-AML3,EFO:0006289,Same,EFO:0006289,,True,True,
399,OCI-AML5,EFO:0006707,OCI-AML5,EFO:0006707,Same,EFO:0006707,,True,True,
400,OCI-LY10,EFO:0006708,OCI-LY10,EFO:0006708,Same,EFO:0006708,,True,True,
401,OCI-LY-19,EFO:0006709,OCI-LY19,EFO:0006709,Same,EFO:0006709,,True,True,
402,OCI-LY3,EFO:0006710,OCI-LY3,EFO:0006710,Same,EFO:0006710,,True,True,
403,OCI-M1,EFO:0006712,OCI-M1,EFO:0006712,Same,EFO:0006712,,True,True,
404,OCUM-1,EFO:0006714,OCUM-1,EFO:0006714,Same,EFO:0006714,,True,True,
405,OE19,EFO:0002308,OE19,EFO:0002308,Same,EFO:0002308,,True,True,
406,OE21,EFO:0002309,OE21,EFO:0002309,Same,EFO:0002309,,True,True,
407,OE33,EFO:0002310,OE33,EFO:0002310,Same,EFO:0002310,,True,True,
408,OPM-2,EFO:0006716,OPM-2,EFO:0006716,Same,EFO:0006716,,True,True,
409,OUMS-23,EFO:0006717,OUMS-23,EFO:0006717,Same,EFO:0006717,,True,True,
410,OV56,EFO:0006458,OV56,EFO:0006458,Same,EFO:0006458,,True,True,
411,OV7,EFO:0006459,OV7,EFO:0006459,Same,EFO:0006459,,True,True,
412,OV-90,EFO:0002311,OV90,EFO:0002311,Same,EFO:0002311,,True,True,
413,OVCA432,MONDO:0008170,ovarian cancer,EFO:0006722,Unrelated,,,True,True,
414,OVCAR-4,EFO:0005442,OVCAR4,EFO:0005442,Same,EFO:0005442,,True,True,
415,OVCAR-5,EFO:0005443,OVCAR5,EFO:0005443,Same,EFO:0005443,,True,True,
416,OVCAR-8,EFO:0005444,OVCAR8,EFO:0005444,Same,EFO:0005444,,True,True,
417,OVISE,EFO:0006724,OVISE,EFO:0006724,Same,EFO:0006724,,True,True,
418,OVKATE,EFO:0006725,OVKATE,EFO:0006725,Same,EFO:0006725,,True,True,
419,OVMANA,EFO:0006726,OVMANA,EFO:0006726,Same,EFO:0006726,,True,True,
420,OVSAHO,EFO:0006727,OVSAHO,EFO:0006727,Same,EFO:0006727,,True,True,
421,OVTOKO,EFO:0006728,OVTOKO,EFO:0006728,Same,EFO:0006728,,True,True,
422,P3HR-1,EFO:0002312,P3HR1,EFO:0002312,Same,EFO:0002312,,True,True,
423,Panc 02.03,EFO:0006466,Panc 02.03,EFO:0006466,Same,EFO:0006466,,True,True,
424,Panc 03.27,EFO:0006467,Panc 03.27,EFO:0006467,Same,EFO:0006467,,True,True,
425,Panc 04.03,EFO:0006468,Panc 04.03,EFO:0006468,Same,EFO:0006468,,True,True,
426,Panc 05.04,EFO:0006469,Panc 05.04,EFO:0006469,Same,EFO:0006469,,True,True,
427,Panc 08.13,EFO:0006470,Panc 08.13,EFO:0006470,Same,EFO:0006470,,True,True,
428,PANC-1,EFO:0002713,Panc1,EFO:0002713,Same,EFO:0002713,,True,True,
429,PA-TU-8902,EFO:0006729,PA-TU-8902,EFO:0006729,Same,EFO:0006729,,True,True,
430,PA-TU-8988S,EFO:0006730,PA-TU-8988S,EFO:0006730,Same,EFO:0006730,,True,True,
431,PA-TU-8988T,EFO:0005713,8988T,EFO:0005713,Same,EFO:0005713,,True,True,
432,PC-14,EFO:0002844,PC-14,EFO:0002844,Same,EFO:0002844,,True,True,
433,PE/CA-PJ15,EFO:0006733,PE/CA-PJ15,EFO:0006733,Same,EFO:0006733,,True,True,
434,Pfeiffer,MONDO:0007043,Pfeiffer syndrome,EFO:0006472,Unrelated,,,True,True,
435,PK-45H,EFO:0006734,PK-45H,EFO:0006734,Same,EFO:0006734,,True,True,
436,PK-59,EFO:0006736,PK-59,EFO:0006736,Same,EFO:0006736,,True,True,
437,PL-21,EFO:0006473,PL-21,EFO:0006473,Same,EFO:0006473,,True,True,
438,PL45,,,EFO:0006474,Not Applicable,,,,,No prediction and/or no gold codes to compare.
439,PLB-985,EFO:0002313,PLB985,EFO:0002313,Same,EFO:0002313,,True,True,
440,PLC/PRF/5,EFO:0006291,PLC/PRF/5,EFO:0006291,Same,EFO:0006291,,True,True,
441,PSN1,EFO:0006739,PSN1,EFO:0006739,Same,EFO:0006739,,True,True,
442,QGP-1,EFO:0006741,QGP-1,EFO:0006741,Same,EFO:0006741,,True,True,
443,Raji,EFO:0002324,Raji,EFO:0002324,Same,EFO:0002324,,True,True,
444,RCH-ACV,EFO:0030017,RCH-ACV,EFO:0002314,Sibling,EFO:0002314,EFO:0002937,True,True,
445,RCM-1,EFO:0006476,RCM-1,EFO:0006476,Same,EFO:0006476,,True,True,
446,RD-ES,EFO:0002316,RDES,EFO:0002316,Same,EFO:0002316,,True,True,
447,RD,EFO:0005773,retinal detachment,EFO:0002315,Unrelated,,,True,True,
448,REC-1,EFO:0002317,REC1,EFO:0002317,Same,EFO:0002317,,True,True,
449,RERF-GC-1B,EFO:0006743,RERF-GC-1B,EFO:0006743,Same,EFO:0006743,,True,True,
450,RERF-LC-AI,EFO:0002850,RERF-LC-AI,EFO:0002850,Same,EFO:0002850,,True,True,
451,RERF-LC-KJ,EFO:0002851,RERF-LC-KJ,EFO:0002851,Same,EFO:0002851,,True,True,
452,RERF-LC-MS,EFO:0002852,RERF-LC-MS,EFO:0002852,Same,EFO:0002852,,True,True,
453,RI-1,EFO:0006477,RI-1,EFO:0006477,Same,EFO:0006477,,True,True,
454,RKN,EFO:0006745,RKN,EFO:0006745,Same,EFO:0006745,,True,True,
455,RKO,EFO:0001232,RKO,EFO:0001232,Same,EFO:0001232,,True,True,
456,RL95-2,EFO:0002320,RL952,EFO:0002320,Same,EFO:0002320,,True,True,
457,RL,EFO:0002319,RL,EFO:0002319,Same,EFO:0002319,,True,True,
458,RMG-I,EFO:0006746,RMG-I,EFO:0006746,Same,EFO:0006746,,True,True,
459,RMUG-S,EFO:0006747,RMUG-S,EFO:0006747,Same,EFO:0006747,,True,True,
460,RT-112,EFO:0006479,RT-112,EFO:0006479,Same,EFO:0006479,,True,True,
461,RT4,EFO:0006480,RT4,EFO:0006480,Same,EFO:0006480,,True,True,
462,SBC-5,EFO:0002855,SBC-5,EFO:0002855,Same,EFO:0002855,,True,True,
463,SCaBER,EFO:0002325,SCaBER,EFO:0002325,Same,EFO:0002325,,True,True,
464,SCC-15,EFO:0006482,SCC-15,EFO:0006482,Same,EFO:0006482,,True,True,
465,SCC-25,EFO:0006483,SCC-25,EFO:0006483,Same,EFO:0006483,,True,True,
466,SCC-9,EFO:0006485,SCC-9,EFO:0006485,Same,EFO:0006485,,True,True,
467,SCLC-21H,EFO:0006749,SCLC-21H,EFO:0006749,Same,EFO:0006749,,True,True,
468,SEM,EFO:0002326,SEM,EFO:0002326,Same,EFO:0002326,,True,True,
469,Set-2,EFO:0006486,SET-2,EFO:0006486,Same,EFO:0006486,,True,True,
470,SF126,EFO:0005450,SF126,EFO:0005450,Same,EFO:0005450,,True,True,
471,SF268,EFO:0005451,SF268,EFO:0005451,Same,EFO:0005451,,True,True,
472,SF-295,EFO:0005452,SF295,EFO:0005452,Same,EFO:0005452,,True,True,
473,SF539,EFO:0005453,SF539,EFO:0005453,Same,EFO:0005453,,True,True,
474,SH-4,,,EFO:0002327,Not Applicable,,,,,No prediction and/or no gold codes to compare.
475,SHP-77,EFO:0002328,SHP77,EFO:0002328,Same,EFO:0002328,,True,True,
476,SH-SY5Y,EFO:0002717,SH-SY5Y,EFO:0002717,Same,EFO:0002717,,True,True,
477,SIG-M5,EFO:0006751,SIG-M5,EFO:0006751,Same,EFO:0006751,,True,True,
478,SIHA,EFO:0002379,SiHa,EFO:0002379,Same,EFO:0002379,,True,True,
479,SJRH30,EFO:0002329,SJRH30,EFO:0002329,Same,EFO:0002329,,True,True,
480,SJSA-1,EFO:0002330,SJSA1,EFO:0002330,Same,EFO:0002330,,True,True,
481,SK-BR-3,EFO:0001236,SKBR3,EFO:0001236,Same,EFO:0001236,,True,True,
482,SK-CO-1,EFO:0006752,SK-CO-1,EFO:0006752,Same,EFO:0006752,,True,True,
483,SK-ES-1,EFO:0002858,SK-ES-1,EFO:0002858,Same,EFO:0002858,,True,True,
484,SK-LMS-1,EFO:0002331,SKLMS1,EFO:0002331,Same,EFO:0002331,,True,True,
485,SKM-1,EFO:0006753,SKM-1,EFO:0006753,Same,EFO:0006753,,True,True,
486,SK-MEL-1,EFO:0002332,SKMEL1,EFO:0002332,Same,EFO:0002332,,True,True,
487,SK-MEL-24,EFO:0006487,SK-MEL-24,EFO:0006487,Same,EFO:0006487,,True,True,
488,SK-MEL-28,EFO:0003081,SK-MEL-28,EFO:0003081,Same,EFO:0003081,,True,True,
489,SK-MEL-2,EFO:0002079,SK-MEL-2,EFO:0002079,Same,EFO:0002079,,True,True,
490,SK-MEL-30,EFO:0006488,SK-MEL-30,EFO:0006488,Same,EFO:0006488,,True,True,
491,SK-MEL-31,EFO:0006489,SK-MEL-31,EFO:0006489,Same,EFO:0006489,,True,True,
492,SK-MEL-3,,,EFO:0002333,Not Applicable,,,,,No prediction and/or no gold codes to compare.
493,SK-MEL-5,EFO:0005720,SK-MEL-5,EFO:0005720,Same,EFO:0005720,,True,True,
494,SK-MES-1,EFO:0002334,SKMES1,EFO:0002334,Same,EFO:0002334,,True,True,
495,SK-MM-2,EFO:0005458,SK-MM-2,EFO:0005458,Same,EFO:0005458,,True,True,
496,SK-N-AS,EFO:0002859,SK-N-AS,EFO:0002859,Same,EFO:0002859,,True,True,
497,SK-N-DZ,EFO:0005721,SK-N-DZ,EFO:0005721,Same,EFO:0005721,,True,True,
498,SK-N-FI,EFO:0002338,SKNFI,EFO:0002338,Same,EFO:0002338,,True,True,
499,SK-N-MC,EFO:0002860,SK-N-MC,EFO:0002860,Same,EFO:0002860,,True,True,
500,SK-N-SH,EFO:0003072,SK-N-SH,EFO:0003072,Same,EFO:0003072,,True,True,
501,SK-OV-3,EFO:0002340,SKOV3,EFO:0002340,Same,EFO:0002340,,True,True,
502,SK-UT-1,EFO:0002341,SKUT1,EFO:0002341,Same,EFO:0002341,,True,True,
503,SNB-19,EFO:0002342,SNB19,EFO:0002342,Same,EFO:0002342,,True,True,
504,SNU-16,EFO:0002344,SNU16,EFO:0002344,Same,EFO:0002344,,True,True,
505,SNU-182,EFO:0002345,SNU182,EFO:0002345,Same,EFO:0002345,,True,True,
506,SNU-1,EFO:0002343,SNU1,EFO:0002343,Same,EFO:0002343,,True,True,
507,SNU-216,EFO:0006754,SNU-216,EFO:0006754,Same,EFO:0006754,,True,True,
508,SNU-387,EFO:0002346,SNU387,EFO:0002346,Same,EFO:0002346,,True,True,
509,SNU-398,EFO:0002347,SNU398,EFO:0002347,Same,EFO:0002347,,True,True,
510,SNU-423,EFO:0002348,SNU423,EFO:0002348,Same,EFO:0002348,,True,True,
511,SNU-449,EFO:0002349,SNU449,EFO:0002349,Same,EFO:0002349,,True,True,
512,SNU-475,EFO:0002350,SNU475,EFO:0002350,Same,EFO:0002350,,True,True,
513,SNU-5,EFO:0002351,SNU5,EFO:0002351,Same,EFO:0002351,,True,True,
514,SNU-601,EFO:0006756,SNU-601,EFO:0006756,Same,EFO:0006756,,True,True,
515,SNU-620,EFO:0006757,SNU-620,EFO:0006757,Same,EFO:0006757,,True,True,
516,SNU-668,EFO:0006759,SNU-668,EFO:0006759,Same,EFO:0006759,,True,True,
517,SNU-719,EFO:0006760,SNU-719,EFO:0006760,Same,EFO:0006760,,True,True,
518,SNU-C1,EFO:0006761,SNU-C1,EFO:0006761,Same,EFO:0006761,,True,True,
519,SR-786,EFO:0006491,SR-786,EFO:0006491,Same,EFO:0006491,,True,True,
520,ST486,EFO:0002353,ST486,EFO:0002353,Same,EFO:0002353,,True,True,
521,SU.86.86,EFO:0006494,SU.86.86,EFO:0006494,Same,EFO:0006494,,True,True,
522,SU-DHL-10,EFO:0002354,SUDHL10,EFO:0002354,Same,EFO:0002354,,True,True,
523,SU-DHL-1,EFO:0005461,SUDHL1,EFO:0005461,Same,EFO:0005461,,True,True,
524,SU-DHL-4,EFO:0006492,SU-DHL-4,EFO:0006492,Same,EFO:0006492,,True,True,
525,SU-DHL-5,EFO:0002356,SUDHL5,EFO:0002356,Same,EFO:0002356,,True,True,
526,SU-DHL-6,EFO:0002357,SUDHL6,EFO:0002357,Same,EFO:0002357,,True,True,
527,SU-DHL-8,EFO:0006493,SU-DHL-8,EFO:0006493,Same,EFO:0006493,,True,True,
528,SUIT-2,EFO:0006495,SUIT-2,EFO:0006495,Same,EFO:0006495,,True,True,
529,SUP-B15,EFO:0006763,SUP-B15,EFO:0006763,Same,EFO:0006763,,True,True,
530,SW1116,EFO:0002359,SW1116,EFO:0002359,Same,EFO:0002359,,True,True,
531,SW1417,EFO:0002361,SW1417,EFO:0002361,Same,EFO:0002361,,True,True,
532,SW1463,EFO:0002362,SW1463,EFO:0002362,Same,EFO:0002362,,True,True,
533,SW403,EFO:0002366,SW403,EFO:0002366,Same,EFO:0002366,,True,True,
534,SW480,EFO:0002083,SW480,EFO:0002083,Same,EFO:0002083,,True,True,
535,SW48,EFO:0002367,SW48,EFO:0002367,Same,EFO:0002367,,True,True,
536,SW620,EFO:0002368,SW620,EFO:0002368,Same,EFO:0002368,,True,True,
537,SW837,EFO:0002372,SW837,EFO:0002372,Same,EFO:0002372,,True,True,
538,SW948,EFO:0002375,SW948,EFO:0002375,Same,EFO:0002375,,True,True,
539,T24,EFO:0009508,leg injury,EFO:0002864,Unrelated,,,True,True,
540,T3M-4,EFO:0002714,Panc89,EFO:0002714,Same,EFO:0002714,,True,True,
541,T-47D,EFO:0001247,T47D,EFO:0001247,Same,EFO:0001247,,True,True,
542,T84,EFO:0009519,device complication,EFO:0002084,Unrelated,,,True,True,
543,TC-71,EFO:0002865,TC71,EFO:0002865,Same,EFO:0002865,,True,True,
544,TCC-PAN2,EFO:0006764,TCC-PAN2,EFO:0006764,Same,EFO:0006764,,True,True,
545,THP-1,EFO:0001253,THP-1,EFO:0001253,Same,EFO:0001253,,True,True,
546,Toledo,EFO:0002383,Toledo,EFO:0002383,Same,EFO:0002383,,True,True,
547,TOV-112D,EFO:0005263,TOV-112D,EFO:0005263,Same,EFO:0005263,,True,True,
548,TT,EFO:0002382,TT,EFO:0002382,Same,EFO:0002382,,True,True,
549,TYK-nu,EFO:0006766,TYK-nu,EFO:0006766,Same,EFO:0006766,,True,True,
550,U-251 MG,EFO:0006498,U-251 MG,EFO:0006498,Same,EFO:0006498,,True,True,
551,U266B1,EFO:0001254,U266,EFO:0001254,Same,EFO:0001254,,True,True,
552,U-87 MG,EFO:0005237,U-87 MG,EFO:0005237,Same,EFO:0005237,,True,True,
553,U-937,EFO:0001257,U937,EFO:0001257,Same,EFO:0001257,,True,True,
554,UACC-257,EFO:0005376,UACC-257,EFO:0005376,Same,EFO:0005376,,True,True,
555,UACC-62,EFO:0005377,UACC-62,EFO:0005377,Same,EFO:0005377,,True,True,
556,UACC-812,EFO:0001258,UACC812,EFO:0001258,Same,EFO:0001258,,True,True,
557,UACC-893,EFO:0002385,UACC893,EFO:0002385,Same,EFO:0002385,,True,True,
558,UM-UC-1,EFO:0006770,UM-UC-1,EFO:0006770,Same,EFO:0006770,,True,True,
559,UM-UC-3,EFO:0006771,UM-UC-3,EFO:0006771,Same,EFO:0006771,,True,True,
560,VCaP,EFO:0007752,VCaP,EFO:0007752,Same,EFO:0007752,,True,True,
561,VMRC-LCD,EFO:0006773,VMRC-LCD,EFO:0006773,Same,EFO:0006773,,True,True,
562,WM-115,EFO:0002390,WM115,EFO:0002390,Same,EFO:0002390,,True,True,
563,WM-266-4,EFO:0006774,WM-266-4,EFO:0006774,Same,EFO:0006774,,True,True,
564,WM-793,EFO:0002873,WM793,EFO:0002873,Same,EFO:0002873,,True,True,
565,WSU-DLCL2,EFO:0006775,WSU-DLCL2,EFO:0006775,Same,EFO:0006775,,True,True,
566,YAPC,EFO:0006778,YAPC,EFO:0006778,Same,EFO:0006778,,True,True,
567,YMB-1,EFO:0006779,YMB-1,EFO:0006779,Same,EFO:0006779,,True,True,
568,ZR-75-1,EFO:0001262,ZR751,EFO:0001262,Same,EFO:0001262,,True,True,
569,ZR-75-30,EFO:0001263,ZR7530,EFO:0001263,Same,EFO:0001263,,True,True,
570,COR-L23 cell,EFO:0002142,CORL23,EFO:0002142,Same,EFO:0002142,,True,True,
571,HS-5 cell,EFO:0005282,HS-5,EFO:0005282,Same,EFO:0005282,,True,True,
572,MDA-MB-231 cell,EFO:0001209,MDAMB231,EFO:0001209,Same,EFO:0001209,,True,True,
573,LNCaP cell,EFO:0002071,LNCAP,EFO:0002071,Same,EFO:0002071,,True,True,
574,mineral metabolism disease,EFO:0009556,mineral metabolism disease,EFO:0009556,Same,EFO:0009556,,True,True,
575,chronic venous insufficiency,EFO:0007940,chronic venous insufficiency,EFO:0007940,Same,EFO:0007940,,True,True,
576,ovarian serous carcinoma,EFO:1001516,ovarian serous carcinoma,EFO:1001516,Same,EFO:1001516,,True,True,
577,spinocerebellar ataxia type 38,EFO:0009056,Spinocerebellar ataxia type 38,EFO:0009056,Same,EFO:0009056,,True,True,
578,spinocerebellar ataxia type 40,EFO:0009057,Spinocerebellar ataxia type 40,EFO:0009057,Same,EFO:0009057,,True,True,
579,progesterone-receptor positive breast cancer,EFO:0009782,progesterone-receptor positive breast cancer,EFO:0009782,Same,EFO:0009782,,True,True,
580,osteoblastoma,EFO:1000410,Osteoblastoma,EFO:1000410,Same,EFO:1000410,,True,True,
